Timestamp,Year,Month,Day,Station,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NO (µg/m³),NOx (ppb),NH3 (µg/m³),AQI 
11-Sep-21,2021,9,11,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
12-Sep-21,2021,9,12,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
13-Sep-21,2021,9,13,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
14-Sep-21,2021,9,14,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
15-Sep-21,2021,9,15,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
16-Sep-21,2021,9,16,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
17-Sep-21,2021,9,17,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
18-Sep-21,2021,9,18,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
19-Sep-21,2021,9,19,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
20-Sep-21,2021,9,20,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
21-Sep-21,2021,9,21,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
22-Sep-21,2021,9,22,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
23-Sep-21,2021,9,23,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
24-Sep-21,2021,9,24,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
25-Sep-21,2021,9,25,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
26-Sep-21,2021,9,26,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
27-Sep-21,2021,9,27,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
28-Sep-21,2021,9,28,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
29-Sep-21,2021,9,29,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
30-Sep-21,2021,9,30,Malad west Mumbai IITm,22.94482759,43.72767857,4.635689655,14.59948276,0.75,7.946724138,2.14862069,8.16862069,2.210862069,43.72767857
01-Oct-21,2021,10,1,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
02-Oct-21,2021,10,2,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
03-Oct-21,2021,10,3,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
04-Oct-21,2021,10,4,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
05-Oct-21,2021,10,5,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
06-Oct-21,2021,10,6,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
07-Oct-21,2021,10,7,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
08-Oct-21,2021,10,8,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
09-Oct-21,2021,10,9,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
10-Oct-21,2021,10,10,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
11-Oct-21,2021,10,11,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
12-Oct-21,2021,10,12,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
13-Oct-21,2021,10,13,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
14-Oct-21,2021,10,14,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
15-Oct-21,2021,10,15,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
16-Oct-21,2021,10,16,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
17-Oct-21,2021,10,17,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
18-Oct-21,2021,10,18,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
19-Oct-21,2021,10,19,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
20-Oct-21,2021,10,20,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
21-Oct-21,2021,10,21,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
22-Oct-21,2021,10,22,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
23-Oct-21,2021,10,23,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
24-Oct-21,2021,10,24,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
25-Oct-21,2021,10,25,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
26-Oct-21,2021,10,26,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
27-Oct-21,2021,10,27,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
28-Oct-21,2021,10,28,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
29-Oct-21,2021,10,29,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
30-Oct-21,2021,10,30,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
31-Oct-21,2021,10,31,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
01-Nov-21,2021,11,1,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
02-Nov-21,2021,11,2,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
03-Nov-21,2021,11,3,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
04-Nov-21,2021,11,4,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
05-Nov-21,2021,11,5,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
06-Nov-21,2021,11,6,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
07-Nov-21,2021,11,7,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
08-Nov-21,2021,11,8,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
09-Nov-21,2021,11,9,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
10-Nov-21,2021,11,10,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
11-Nov-21,2021,11,11,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
12-Nov-21,2021,11,12,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
13-Nov-21,2021,11,13,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
14-Nov-21,2021,11,14,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
15-Nov-21,2021,11,15,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
16-Nov-21,2021,11,16,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
17-Nov-21,2021,11,17,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
18-Nov-21,2021,11,18,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
19-Nov-21,2021,11,19,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
20-Nov-21,2021,11,20,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
21-Nov-21,2021,11,21,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
22-Nov-21,2021,11,22,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
23-Nov-21,2021,11,23,Malad west Mumbai IITm,27.44157895,138.7963158,3.554473684,9.640555556,1.606285714,17.58552632,7.431944444,18.89444444,4.126388889,125.8642105
24-Nov-21,2021,11,24,Malad west Mumbai IITm,93.43,120.28,2.39,9.06,1.606285714,22.18,6.13,17.25,4,113.52
25-Nov-21,2021,11,25,Malad west Mumbai IITm,74.71,118.95,2.89,11.27,1.606285714,16.52,6.31,19.59,4.15,112.6333333
26-Nov-21,2021,11,26,Malad west Mumbai IITm,78.52,155.13,3.58,8.85,1.606285714,17.91,6.99,17.84,4.03,136.7533333
27-Nov-21,2021,11,27,Malad west Mumbai IITm,57.81,146.36,4.25,9,0.38,14.99,7.44,18.1,4.15,130.9066667
28-Nov-21,2021,11,28,Malad west Mumbai IITm,36.44,165.95,3.53,9.08,0.28,16.49,7.3,18.37,4,143.9666667
29-Nov-21,2021,11,29,Malad west Mumbai IITm,24.94,117.25,3.68,10.23,0.28,19.08,7.32,19.35,4.22,111.5
30-Nov-21,2021,11,30,Malad west Mumbai IITm,32.26,137.31,3.99,9.74,0.59,18.63,7.11,18.8,4.18,124.8733333
01-Dec-21,2021,12,1,Malad west Mumbai IITm,22.31,97.95,2.84,9.35,0.49,11.77,6.75,17.92,4.07,97.95
02-Dec-21,2021,12,2,Malad west Mumbai IITm,12.58,70.05,3.7,8.88,0.76,15.97,6.82,17.64,3.98,70.05
03-Dec-21,2021,12,3,Malad west Mumbai IITm,14.58,77.61,3.19,8.67,1.16,11.59,7.63,18.18,4.08,77.61
04-Dec-21,2021,12,4,Malad west Mumbai IITm,16.97,108.16,5.24,8.64,2.3,8.9,10.92,21.41,4.2,105.44
05-Dec-21,2021,12,5,Malad west Mumbai IITm,7.58,97.64,4.35,8.59,1.8,5.47,8.6,19.06,4.24,97.64
06-Dec-21,2021,12,6,Malad west Mumbai IITm,10.9,119.66,3.22,9.18,1.42,13.27,8.08,18.88,4.18,113.1066667
07-Dec-21,2021,12,7,Malad west Mumbai IITm,17.44,146.74,3.18,9.23,1.55,18.12,6.86,17.75,4.15,131.16
08-Dec-21,2021,12,8,Malad west Mumbai IITm,45.57,153.24,3.11,9.96,1.63,17.28,7.17,18.99,4.16,135.4933333
09-Dec-21,2021,12,9,Malad west Mumbai IITm,86.76,159.4,2.98,10.48,1.86,16.45,7.17,19.55,4.15,139.6
10-Dec-21,2021,12,10,Malad west Mumbai IITm,36.87,163.98,3.41,9.57,1.73,18.4,7.7,19.14,4.22,142.6533333
11-Dec-21,2021,12,11,Malad west Mumbai IITm,26.37,140.15,3.7,10.03,1.87,19.71,7.05,18.65,4.01,126.7666667
12-Dec-21,2021,12,12,Malad west Mumbai IITm,25.71,140.87,4.22,9.32,2.02,18.3,8.33,19.35,4.07,127.2466667
13-Dec-21,2021,12,13,Malad west Mumbai IITm,23.29,143.33,3.9,9.94,1.74,13.87,7.87,19.63,4.1,128.8866667
14-Dec-21,2021,12,14,Malad west Mumbai IITm,22.54,110.55,3.47,9.45,1.79,22.52,7.75,19.17,4.2,107.0333333
15-Dec-21,2021,12,15,Malad west Mumbai IITm,23.68,162.6,3.41,9.75,1.67,24.88,6.62,18.33,4.05,141.7333333
16-Dec-21,2021,12,16,Malad west Mumbai IITm,23.68,166.58,3.99,9.9,2.18,20.9,8.28,19.91,4.26,144.3866667
17-Dec-21,2021,12,17,Malad west Mumbai IITm,15.85,155.71,2.78,9.91,1.77,24.99,7.04,18.45,4.03,137.14
18-Dec-21,2021,12,18,Malad west Mumbai IITm,17.16,181.57,4.35,10.27,2.45,17.67,7.89,19.09,4.17,154.38
19-Dec-21,2021,12,19,Malad west Mumbai IITm,21.42,156.39,3.72,9.88,2.09,20.18,7.43,18.95,4.21,137.5933333
20-Dec-21,2021,12,20,Malad west Mumbai IITm,15.41,188.47,4.45,9.77,2.31,17.48,9.44,20.9,4.23,158.98
21-Dec-21,2021,12,21,Malad west Mumbai IITm,15.54,181.51,4.48,10.37,2.36,23.56,7.7,19.7,4.24,154.34
22-Dec-21,2021,12,22,Malad west Mumbai IITm,13.18,216.13,3.18,10.25,2.29,19.05,6.82,19.07,4.09,177.42
23-Dec-21,2021,12,23,Malad west Mumbai IITm,14.84,173.23,3.38,10.55,2.15,23.18,7.05,19.61,4.1,148.82
24-Dec-21,2021,12,24,Malad west Mumbai IITm,13.87,114.44,3.27,9.65,1.65,14.33,7.01,18.66,4.06,109.6266667
25-Dec-21,2021,12,25,Malad west Mumbai IITm,12.18,104.3,3.77,9.46,1.76,15.27,7.44,18.77,4.18,102.8666667
26-Dec-21,2021,12,26,Malad west Mumbai IITm,17.79,136.2,3.41,9.61,1.78,19.22,6.94,18.46,4.12,124.1333333
27-Dec-21,2021,12,27,Malad west Mumbai IITm,13.35,157.63,3.5,10.11,2.03,17.56,7.03,19.13,4.07,138.42
28-Dec-21,2021,12,28,Malad west Mumbai IITm,14.34,147.51,3.34,9.78,1.83,18.87,7.19,18.89,4.22,131.6733333
29-Dec-21,2021,12,29,Malad west Mumbai IITm,12.76,99.1,2.72,9.28,1.3,18.29,6.37,17.66,3.98,99.1
30-Dec-21,2021,12,30,Malad west Mumbai IITm,13.59,125.97,3.3,9.640555556,1.41,17.74,7.431944444,18.89444444,4.126388889,117.3133333
31-Dec-21,2021,12,31,Malad west Mumbai IITm,16.56,116.36,3.2,9.640555556,1.54,17.66,7.431944444,18.89444444,4.126388889,110.9066667
01-Jan-22,2022,1,1,Malad west Mumbai IITm,11.46,192.53,3.95,8.898795181,1.86,15.19,12.33698795,20.93759036,6.09686747,161.6866667
02-Jan-22,2022,1,2,Malad west Mumbai IITm,14.25,128.85,4.03,8.898795181,2,14.59,12.33698795,20.93759036,6.09686747,119.2333333
03-Jan-22,2022,1,3,Malad west Mumbai IITm,13.91,133.78,5.05,8.61,2.24,17.76,11.6,20.22,6.11,122.52
04-Jan-22,2022,1,4,Malad west Mumbai IITm,13.79,140.91,5.26,8.12,2.28,19.27,12.54,20.66,6.12,127.2733333
05-Jan-22,2022,1,5,Malad west Mumbai IITm,10.99,147.69,5.47,7.9,2.28,19.47,11.65,19.48,6.07,131.7933333
06-Jan-22,2022,1,6,Malad west Mumbai IITm,14.71,116.81,5.5,7.23,1.68,17.47,11.18,18.41,6.03,111.2066667
07-Jan-22,2022,1,7,Malad west Mumbai IITm,15.17,162.93,6.24,8.03,2.3,12.53,12.89,20.81,6.11,141.9533333
08-Jan-22,2022,1,8,Malad west Mumbai IITm,9.65,96.17,4.79,7.43,1.93,8.63,12.46,19.9,6.1,96.17
09-Jan-22,2022,1,9,Malad west Mumbai IITm,10.58,58,5.03,7.05,0.83,18.9,11.09,18.08,6.13,58
10-Jan-22,2022,1,10,Malad west Mumbai IITm,15.9,64.74,5.31,7.27,0.36,30.54,11.25,18.27,5.97,64.74
11-Jan-22,2022,1,11,Malad west Mumbai IITm,13.9,120.83,5.53,8.42,1.23,20.53,12.02,20.14,6.13,113.8866667
12-Jan-22,2022,1,12,Malad west Mumbai IITm,16.7,101.26,5.15,7.41,0.77,25.37,11.08,18.5,5.97,100.84
13-Jan-22,2022,1,13,Malad west Mumbai IITm,12.92,123.32,5.14,7.65,1.21,23.46,11.42,19.05,6.05,115.5466667
14-Jan-22,2022,1,14,Malad west Mumbai IITm,14.89,126.59,5.37,7.74,1.47,21.9,11.59,19.16,6.14,117.7266667
15-Jan-22,2022,1,15,Malad west Mumbai IITm,15.3,128.04,5.14,7.53,1.53,17.38,11.83,19.34,6.08,118.6933333
16-Jan-22,2022,1,16,Malad west Mumbai IITm,16.52,155.73,5.06,7.82,1.6,14.81,11.77,19.53,6.12,137.1533333
17-Jan-22,2022,1,17,Malad west Mumbai IITm,16.17,148.8526966,5.7,7.61,1.79,17.34,12.13,19.69,6.1,132.5684644
18-Jan-22,2022,1,18,Malad west Mumbai IITm,24.52,78.72,5.3,7.86,1.77,20.11,11.58,19.3,6.14,78.72
19-Jan-22,2022,1,19,Malad west Mumbai IITm,91.92,145.32,4.82,7.79,1.47,29.19,11.6,19.3,6.05,130.2133333
20-Jan-22,2022,1,20,Malad west Mumbai IITm,80.32,144.31,5.24,7.59,1.41,20.33,11.31,18.87,6.09,129.54
21-Jan-22,2022,1,21,Malad west Mumbai IITm,44.49,60.9,4.5,7.23,1.27,10.47,11.92,19.09,6.05,60.9
22-Jan-22,2022,1,22,Malad west Mumbai IITm,36.11,72.82,4.74,7,1.43,7.83,12.18,19.18,6.05,72.82
23-Jan-22,2022,1,23,Malad west Mumbai IITm,44.29,514.1,4.94,6.82,0.36,25.18,11.46,17.93,6.34,426.28125
24-Jan-22,2022,1,24,Malad west Mumbai IITm,43.53,301.81,4.8,7.01,0.09,29.66,11.36,18.21,6.07,251.81
25-Jan-22,2022,1,25,Malad west Mumbai IITm,57.27,234.24,5.07,7.72,0.24,28.15,11.24,18.96,5.88,189.4933333
26-Jan-22,2022,1,26,Malad west Mumbai IITm,62.89,189.15,5.24,7.7,0.62,24.74,11.6,19.12,6.16,159.4333333
27-Jan-22,2022,1,27,Malad west Mumbai IITm,87.19,189.48,5.36,7.93,1.65,19.6,14.59,22.44,6.22,159.6533333
28-Jan-22,2022,1,28,Malad west Mumbai IITm,67.74,136.62,5.14,7.64,0.82,24.37,11.51,19.06,6.05,124.4133333
29-Jan-22,2022,1,29,Malad west Mumbai IITm,61.53,149.97,5.57,7.94,1,24.05,13.58,21.33,6.26,133.3133333
30-Jan-22,2022,1,30,Malad west Mumbai IITm,84.49,159.43,6.06,9.01,1.66,19.48,12.65,21.62,6.12,139.62
31-Jan-22,2022,1,31,Malad west Mumbai IITm,93.13,138.38,5.28,8.09,1.54,28.99,12.01,20.01,6.07,125.5866667
01-Feb-22,2022,2,1,Malad west Mumbai IITm,82.57,125.41,5.54,7.86,1.2,21.8,11.41,19.22,6.08,116.94
02-Feb-22,2022,2,2,Malad west Mumbai IITm,98.12,145.14,5.24,7.89,1.61,20.4,11.79,19.54,6.09,130.0933333
03-Feb-22,2022,2,3,Malad west Mumbai IITm,83.46,147.73,5.64,7.87,1.72,9.89,13.12,20.79,6.11,131.82
04-Feb-22,2022,2,4,Malad west Mumbai IITm,37.33,216.33,4.85,6.99,0.96,15.02,11.46,18.43,6.05,177.5533333
05-Feb-22,2022,2,5,Malad west Mumbai IITm,59.9,229.8,5.85,7.89,1.07,18.28,11.71,19.38,5.99,186.5333333
06-Feb-22,2022,2,6,Malad west Mumbai IITm,72.02,196.38,4.9,7.46,1.12,29.33,11.76,18.93,6.1,164.2533333
07-Feb-22,2022,2,7,Malad west Mumbai IITm,50.49,117.54,5.13,6.81,1.2,20.25,11.23,17.99,6.02,111.6933333
08-Feb-22,2022,2,8,Malad west Mumbai IITm,34.58,74.14,5.02,7.39,1.1,15.12,11.87,19.01,5.98,74.14
09-Feb-22,2022,2,9,Malad west Mumbai IITm,47.81,86.83,4.9,7.17,1.11,17.47,11.38,18.43,6.03,86.83
10-Feb-22,2022,2,10,Malad west Mumbai IITm,65.03,113.75,5.11,7.31,1.01,25.29,11.2,18.37,6.08,109.1666667
11-Feb-22,2022,2,11,Malad west Mumbai IITm,54.83,121.25,5.13,7.75,0.92,25.16,11.45,19.14,6.06,114.1666667
12-Feb-22,2022,2,12,Malad west Mumbai IITm,66.66,134.44,5,7.83,1.06,27.24,11.96,19.64,6.06,122.96
13-Feb-22,2022,2,13,Malad west Mumbai IITm,88.57,165.48,5.15,7.89,1.52,25.87,12.68,20.51,6.18,143.6533333
14-Feb-22,2022,2,14,Malad west Mumbai IITm,67.95,127.38,6.18,7.65,1.33,19.48,12.38,19.75,6.11,118.2533333
15-Feb-22,2022,2,15,Malad west Mumbai IITm,43.8,85.43,4.45,7.36,0.95,18.17,11.36,18.54,5.96,85.43
16-Feb-22,2022,2,16,Malad west Mumbai IITm,35.19,51.31,5.21,7.21,1.06,10.71,11.55,18.67,6.01,51.31
17-Feb-22,2022,2,17,Malad west Mumbai IITm,46.64,84.51,5.79,7.48,1.45,10.6,13.23,20.6,6.07,84.51
18-Feb-22,2022,2,18,Malad west Mumbai IITm,65.49,125.09,6.04,7.3,1.71,10.25,15.41,22.62,6.18,116.7266667
19-Feb-22,2022,2,19,Malad west Mumbai IITm,65.42,124.91,4.26,8.36,1.32,16.13,12.2,20.27,6.01,116.6066667
20-Feb-22,2022,2,20,Malad west Mumbai IITm,70.79,127.56,5.14,7.19,1.16,26.48,11.31,18.49,5.96,118.3733333
21-Feb-22,2022,2,21,Malad west Mumbai IITm,74.1,139.91,5.96,7.7,1.43,26.47,13.73,21.26,6.36,126.6066667
22-Feb-22,2022,2,22,Malad west Mumbai IITm,67.35,119.6,6.34,7.24,1.32,13.26,13.42,20.6,6.07,113.0666667
23-Feb-22,2022,2,23,Malad west Mumbai IITm,55.74,103.24,5.53,7.71,1.38,12.12,12.54,20.12,6.08,102.16
24-Feb-22,2022,2,24,Malad west Mumbai IITm,83.27,149.34,5.05,7.72,1.43,25.04,11.66,19.17,6.09,132.8933333
25-Feb-22,2022,2,25,Malad west Mumbai IITm,81.01,209.05,4.86,8.47,1.21,29.67,11.27,19.49,6.25,172.7
26-Feb-22,2022,2,26,Malad west Mumbai IITm,67.16,202.21,5.18,7.79,1.27,22.73,12.17,19.85,6.02,168.14
27-Feb-22,2022,2,27,Malad west Mumbai IITm,68.84,163.55,4.72,7.72,1.04,32.09,11.37,18.96,5.98,142.3666667
28-Feb-22,2022,2,28,Malad west Mumbai IITm,87.98,183.83,4.76,8.2,1.25,30.13,12.06,19.98,6.29,155.8866667
01-Mar-22,2022,3,1,Malad west Mumbai IITm,90.64,195.98,6.46,7.67,1.24,37.85,11.21,18.8,5.98,163.9866667
02-Mar-22,2022,3,2,Malad west Mumbai IITm,92.13,212.1,5.1,8.26,1.48,27.22,12.4,20.46,6.06,174.7333333
03-Mar-22,2022,3,3,Malad west Mumbai IITm,78.77,172.97,4.93,7.96,1.36,27.7,12.52,20.45,6.14,148.6466667
04-Mar-22,2022,3,4,Malad west Mumbai IITm,52.8,128.94,4.54,7.91,0.91,28.18,11.54,19.14,6.2,119.2933333
05-Mar-22,2022,3,5,Malad west Mumbai IITm,72.61,180.82,6.21,8.41,1.55,27.74,13.35,21.76,6.18,153.88
06-Mar-22,2022,3,6,Malad west Mumbai IITm,87.71,208.53,5.97,8.45,1.97,21.22,14.67,23.04,6.34,172.3533333
07-Mar-22,2022,3,7,Malad west Mumbai IITm,77.13,179.59,5.26,7.94,1.54,26.51,12.18,19.92,6.09,153.06
08-Mar-22,2022,3,8,Malad west Mumbai IITm,68.2,157.48,6.08,7.87,1.5,28.63,12.14,19.86,6.06,138.32
09-Mar-22,2022,3,9,Malad west Mumbai IITm,88.09,210.16,5.96,8.4,1.7,25.28,12.27,20.42,6.08,173.44
