Timestamp,Year,Month,Day,Station,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NO (µg/m³),NOx (ppb),NH3 (µg/m³),AQI 
17-Dec-23,2023,12,17,Borivali East mumbai MPCB,33,100.4669792,2.531701389,7.136666667,1.061736111,9.738194444,1.432083333,8.5696875,4.313645833,100.3113195
18-Dec-23,2023,12,18,Borivali East mumbai MPCB,39.78967391,126.0168403,3.397881944,8.508958333,0.976145833,9.862881944,1.185520833,9.693506944,4.9384375,117.3445602
19-Dec-23,2023,12,19,Borivali East mumbai MPCB,54.37614583,120.05375,5.265416667,10.66045139,0.633854167,8.67625,1.3184375,11.97513889,5.395763889,113.3691667
20-Dec-23,2023,12,20,Borivali East mumbai MPCB,40.43239583,104.1324306,5.462604167,11.91194444,0.376597222,7.773715278,1.327361111,13.24003472,4.8765625,102.7549537
21-Dec-23,2023,12,21,Borivali East mumbai MPCB,47.51458333,98.95541667,5.961319444,11.57892361,1.052083333,7.728506944,1.732777778,13.31184028,5.145590278,98.95541667
22-Dec-23,2023,12,22,Borivali East mumbai MPCB,49.97604167,97.03065972,6.701909722,12.18145833,0.57442029,8.13807971,2.0290625,14.19815972,5.282569444,97.03065972
23-Dec-23,2023,12,23,Borivali East mumbai MPCB,53.08992424,102.9996591,6.480909091,9.566022727,0.636825397,7.628295455,2.20155303,11.76742424,4.718522727,101.9997727
24-Dec-23,2023,12,24,Borivali East mumbai MPCB,43.75131944,85.74864583,6.285381944,7.946022727,0.486630435,7.331376812,1.641439394,9.617916667,4.101590909,85.74864583
25-Dec-23,2023,12,25,Borivali East mumbai MPCB,45.47894737,84.05921053,5.840175439,7.998859649,0.668287037,7.546759259,1.523070175,9.53122807,4.102324561,84.05921053
26-Dec-23,2023,12,26,Borivali East mumbai MPCB,50.64434211,101.9934211,6.290219298,13.67824561,0.330694444,7.604583333,2.127280702,16.10634259,4.349385965,101.3289474
27-Dec-23,2023,12,27,Borivali East mumbai MPCB,50.300125,100.8733824,6.359019608,8.57212963,1.08796875,8.709947917,2.654861111,11.2200463,4.021018519,100.5822549
28-Dec-23,2023,12,28,Borivali East mumbai MPCB,57.83375,116.4626667,6.959333333,12.05872222,0.895944444,7.538388889,1.810277778,13.86877778,4.523444444,110.9751111
29-Dec-23,2023,12,29,Borivali East mumbai MPCB,51.76677083,104.6648958,6.896284722,9.787777778,0.75384058,8.332427536,1.803333333,11.59138889,4.304652778,103.1099305
30-Dec-23,2023,12,30,Borivali East mumbai MPCB,54.14104167,114.6418056,7.166388889,12.43736111,0.657572464,8.250381944,2.238819444,14.67541667,4.500833333,109.7612037
31-Dec-23,2023,12,31,Borivali East mumbai MPCB,44.72052083,94.97302083,7.325451389,9.602881944,0.793405797,8.350434783,2.6134375,12.21802083,3.971388889,94.97302083
01-Jan-21,2021,1,1,Chhatrapati_Shivaji_Intl._Airpo,79.83,251.71,12.29,45.14,1.68,49.45,61.87,107.01,39.47,201.71
02-Jan-21,2021,1,2,Chhatrapati_Shivaji_Intl._Airpo,93.85,290.14,8.67,37.23,1.59,39.51,45.21,82.43,35.02,240.14
03-Jan-21,2021,1,3,Chhatrapati_Shivaji_Intl._Airpo,81.69,259.06,6.53,40.89,1.42,56.56,34.97,75.85,29.72,209.06
04-Jan-21,2021,1,4,Chhatrapati_Shivaji_Intl._Airpo,78.85,253.35,8.82,46.36,1.44,54.3,30.57,76.92,32.89,203.35
05-Jan-21,2021,1,5,Chhatrapati_Shivaji_Intl._Airpo,79.48,262.03,7.5,44.29,1.23,71.91,16.82,61.12,34.94,212.03
06-Jan-21,2021,1,6,Chhatrapati_Shivaji_Intl._Airpo,98.73,304.66,6.55,63.48,1.74,61.4,32.05,95.53,32.31,254.66
07-Jan-21,2021,1,7,Chhatrapati_Shivaji_Intl._Airpo,92.12,288.45,20.78,59.85,1.78,39.25,44.65,104.49,28.08,238.45
08-Jan-21,2021,1,8,Chhatrapati_Shivaji_Intl._Airpo,90.77,276.62,23.34,26.85,1.94,13.98,90.03,117.82,29.8,226.62
09-Jan-21,2021,1,9,Chhatrapati_Shivaji_Intl._Airpo,84.41,278.48,17.89,25.51,1.73,22.9,88.69,114.2,33.68,228.48
10-Jan-21,2021,1,10,Chhatrapati_Shivaji_Intl._Airpo,72.66,242.36,17.39,25.45,1.82,36.12,76.19,100.17,25.51,194.9066667
11-Jan-21,2021,1,11,Chhatrapati_Shivaji_Intl._Airpo,64.45,221.22,21.61,26.44,1.76,41.61,71.25,97.69,27.76,180.8133333
12-Jan-21,2021,1,12,Chhatrapati_Shivaji_Intl._Airpo,61.17,218.77,20.66,39.33,1.56,49.2,63.98,99.54,32.6,179.18
13-Jan-21,2021,1,13,Chhatrapati_Shivaji_Intl._Airpo,62.22,230.95,18.19,26.25,1.65,35.14,73.51,99.77,28.81,187.3
14-Jan-21,2021,1,14,Chhatrapati_Shivaji_Intl._Airpo,57.36,214.32,13,53.09,1.24,81.34,28.74,81.83,24.81,176.2133333
15-Jan-21,2021,1,15,Chhatrapati_Shivaji_Intl._Airpo,46.17,172.97,13.42,37.36,1.09,56.37,39.42,76.77,28.95,148.6466667
16-Jan-21,2021,1,16,Chhatrapati_Shivaji_Intl._Airpo,54.79,200.57,14.58,45.41,1.28,52.82,60.69,106.1,29.83,167.0466667
17-Jan-21,2021,1,17,Chhatrapati_Shivaji_Intl._Airpo,56.14,211.5,13.11,41.41,1.32,50.67,63.39,104.81,23.37,174.3333333
18-Jan-21,2021,1,18,Chhatrapati_Shivaji_Intl._Airpo,34.85,142.78,14.08,39.55,1.16,38.7,56.23,95.78,28.42,128.52
19-Jan-21,2021,1,19,Chhatrapati_Shivaji_Intl._Airpo,62.85,237.54,17.96,40.59,1.65,36.84,109.33,149.92,28.34,191.6933333
20-Jan-21,2021,1,20,Chhatrapati_Shivaji_Intl._Airpo,55.64,233.55,15.31,47.26,1.56,37.93,77.97,125.23,26.97,189.0333333
21-Jan-21,2021,1,21,Chhatrapati_Shivaji_Intl._Airpo,64.47,228.06,17.76,61.01,1.35,78.21,29.31,90.32,36.34,185.3733333
22-Jan-21,2021,1,22,Chhatrapati_Shivaji_Intl._Airpo,84.27,277.84,15.38,54.98,1.59,55.17,50.62,105.6,30.81,227.84
23-Jan-21,2021,1,23,Chhatrapati_Shivaji_Intl._Airpo,94.66,297.14,18.01,56.54,2.12,38.55,99.31,155.85,27.58,247.14
24-Jan-21,2021,1,24,Chhatrapati_Shivaji_Intl._Airpo,62.05,231.13,15.81,69.04,1.68,30.15,100.79,169.83,27.81,187.42
25-Jan-21,2021,1,25,Chhatrapati_Shivaji_Intl._Airpo,75.21,291.77,9.36,89.51,1.22,70.17,20.8,110.31,24.84,241.77
26-Jan-21,2021,1,26,Chhatrapati_Shivaji_Intl._Airpo,74.69,260.25,7.53,75.64,1.25,78.77,20.27,95.91,23.03,210.25
27-Jan-21,2021,1,27,Chhatrapati_Shivaji_Intl._Airpo,74.89,258.12,9.68,80.25,1.67,44.77,44.07,124.32,24.14,208.12
28-Jan-21,2021,1,28,Chhatrapati_Shivaji_Intl._Airpo,77.41,281.09,9.53,60.77,1.79,63.37,49.48,110.25,21.81,231.09
29-Jan-21,2021,1,29,Chhatrapati_Shivaji_Intl._Airpo,82.29,290.91,14.03,56.81,1.84,31.23,76.27,133.08,26.15,240.91
30-Jan-21,2021,1,30,Chhatrapati_Shivaji_Intl._Airpo,63.89,248.01,16.19,63.43,1.99,38.8,98.91,162.3,27.08,198.6733333
31-Jan-21,2021,1,31,Chhatrapati_Shivaji_Intl._Airpo,59.3,224.29,15.28,51.91,1.75,41.03,110.47,161.76,24.53,182.86
01-Feb-21,2021,2,1,Chhatrapati_Shivaji_Intl._Airpo,60.09,218.46,16.21,42.77,1.62,47.81,68.6,111.36,32.15,178.9733333
02-Feb-21,2021,2,2,Chhatrapati_Shivaji_Intl._Airpo,52.4,200.15,17.81,38.21,1.55,46.45,90.95,126.29,32.79,166.7666667
03-Feb-21,2021,2,3,Chhatrapati_Shivaji_Intl._Airpo,50.89,219.48,26.12,40.13,1.5,52.51,78.22,118.35,42.6,179.6533333
04-Feb-21,2021,2,4,Chhatrapati_Shivaji_Intl._Airpo,56.66,214.77,19.45,43.47,1.51,50.03,72.35,115.82,40.32,176.5133333
05-Feb-21,2021,2,5,Chhatrapati_Shivaji_Intl._Airpo,47.53,188.7,15.84,43.7,1.22,49.7,49.89,93.59,35.72,159.1333333
06-Feb-21,2021,2,6,Chhatrapati_Shivaji_Intl._Airpo,45.88,188.2,18.24,46.24,1.1,49.87,57.34,103.59,37.53,158.8
07-Feb-21,2021,2,7,Chhatrapati_Shivaji_Intl._Airpo,34.39,143.35,13.06,41.44,0.85,92.28,26.96,68.4,35.14,128.9
08-Feb-21,2021,2,8,Chhatrapati_Shivaji_Intl._Airpo,37.59,163.9,12.07,27.23,1.09,74.41,46.68,97.92,39.12,142.6
09-Feb-21,2021,2,9,Chhatrapati_Shivaji_Intl._Airpo,51.71,224.31,25.82,77.26,1.39,40.76,76,146.42,38.65,182.8733333
10-Feb-21,2021,2,10,Chhatrapati_Shivaji_Intl._Airpo,69.66,255.49,22.82,50.46,1.85,2.96,147.71,197.12,37.43,205.49
11-Feb-21,2021,2,11,Chhatrapati_Shivaji_Intl._Airpo,75.04,268.46,21.69,58.58,1.83,0.07,96.49,155.07,44.41,218.46
12-Feb-21,2021,2,12,Chhatrapati_Shivaji_Intl._Airpo,80.01,289.71,20.08,44.78,2.21,60.58,138.33,183.11,35.17,239.71
13-Feb-21,2021,2,13,Chhatrapati_Shivaji_Intl._Airpo,47.52,183.92,21.1,52.44,1.26,34.31,76.97,129.41,3.64,155.9466667
14-Feb-21,2021,2,14,Chhatrapati_Shivaji_Intl._Airpo,56.75375,164.23,14.10764045,46.65,0.99,41.63,44.23,90.87,5.44,142.82
15-Feb-21,2021,2,15,Chhatrapati_Shivaji_Intl._Airpo,56.75375,132.07,7.99,39.14,0.88,34.8,45.29,84.43,5.33,121.38
16-Feb-21,2021,2,16,Chhatrapati_Shivaji_Intl._Airpo,38.47,112.82,5.64,25.12,0.71,27.85,42.99,68.1,3.92,108.5466667
17-Feb-21,2021,2,17,Chhatrapati_Shivaji_Intl._Airpo,35.16,138.59,6.93,33.45,0.8,43.16,31.86,65.31,5.66,125.7266667
18-Feb-21,2021,2,18,Chhatrapati_Shivaji_Intl._Airpo,67.62,239.82,11.92,41.18,1.36,61.66,54.05,95.23,2.11,193.2133333
19-Feb-21,2021,2,19,Chhatrapati_Shivaji_Intl._Airpo,32.78,126.81,8.71,42.5,0.79,53.06,36.36,78.85,2.18,117.8733333
20-Feb-21,2021,2,20,Chhatrapati_Shivaji_Intl._Airpo,42.23,160.49,16.03,37.7,1.03,36.1,65.12,102.81,2.44,140.3266667
21-Feb-21,2021,2,21,Chhatrapati_Shivaji_Intl._Airpo,34.69,127.59,10.79,39.5,0.8,61.68,38.17,77.67,3.63,118.3933333
22-Feb-21,2021,2,22,Chhatrapati_Shivaji_Intl._Airpo,19.34,156.29,11.82,46.06,1.13,58.85,52.77,98.83,4.39,137.5266667
23-Feb-21,2021,2,23,Chhatrapati_Shivaji_Intl._Airpo,49.56,215.49,13.42,41.54,1.45,48.32,93.38,134.92,31.16,176.9933333
24-Feb-21,2021,2,24,Chhatrapati_Shivaji_Intl._Airpo,66.63,254.42,22.04,44.22,2.06,43.38,135.03,178.46,0.75,204.42
25-Feb-21,2021,2,25,Chhatrapati_Shivaji_Intl._Airpo,56.6,213.14,18.26,28.93,1.63,32.67,153.67,181.45,3.68,175.4266667
26-Feb-21,2021,2,26,Chhatrapati_Shivaji_Intl._Airpo,38.39,146.52,15.42,34.17,1.11,32.28,93.23,126.02,7.34,131.0133333
27-Feb-21,2021,2,27,Chhatrapati_Shivaji_Intl._Airpo,32.21,132.89,9.87,40.89,0.84,34.34,51.37,92.25,15.03,121.9266667
28-Feb-21,2021,2,28,Chhatrapati_Shivaji_Intl._Airpo,41.69,152.07,9.98,46.46,0.97,50.68,49.9,95.75,17.26,134.7133333
01-Mar-21,2021,3,1,Chhatrapati_Shivaji_Intl._Airpo,49.59,191.22,14.86,46.79,1.37,40.33,84.31,131.1,16.86,160.8133333
02-Mar-21,2021,3,2,Chhatrapati_Shivaji_Intl._Airpo,58.35,218.38,19.65,40.91,1.53,30.48,130.86,169.54,16.55,178.92
03-Mar-21,2021,3,3,Chhatrapati_Shivaji_Intl._Airpo,55.64,205.19,20.62,64.27,1.35,78.82,51.05,115.34,27.42,170.1266667
04-Mar-21,2021,3,4,Chhatrapati_Shivaji_Intl._Airpo,50.02,228.68,21.69,44.68,1.43,43.13,72.93,117.61,30.55,185.7866667
05-Mar-21,2021,3,5,Chhatrapati_Shivaji_Intl._Airpo,58.98,246.47,20.56,44.22,2.01,38.73,120.96,163.82,27.08,197.6466667
06-Mar-21,2021,3,6,Chhatrapati_Shivaji_Intl._Airpo,34.89,141.02,14.08,30.03,0.87,36.29,45.57,75.6,32.27,127.3466667
07-Mar-21,2021,3,7,Chhatrapati_Shivaji_Intl._Airpo,43.91,154.6,13.38,14.82,1.09,15.44,90.6,105.42,23.72,136.4
08-Mar-21,2021,3,8,Chhatrapati_Shivaji_Intl._Airpo,30.65,152.53,15.89,29.6,1.13,19.79,97.41,126.39,26.83,135.02
09-Mar-21,2021,3,9,Chhatrapati_Shivaji_Intl._Airpo,46.33,191.13,15.9,26.25,1,33.47,81.15,107.4,26.11,160.7533333
10-Mar-21,2021,3,10,Chhatrapati_Shivaji_Intl._Airpo,50.58,187.77,17.67,32.49,1.37,34.32,96.91,129.4,24.37,158.5133333
11-Mar-21,2021,3,11,Chhatrapati_Shivaji_Intl._Airpo,36.44,144.47,15.49,17.78,0.79,24.18,63.04,80.46,25.84,129.6466667
12-Mar-21,2021,3,12,Chhatrapati_Shivaji_Intl._Airpo,30.51,142.71,14.59,20.91,0.79,23.79,62.93,81.7,23.87,128.4733333
13-Mar-21,2021,3,13,Chhatrapati_Shivaji_Intl._Airpo,44.07,200.99,16.45,32.32,1.05,77.36,59.43,91.74,23.43,167.3266667
14-Mar-21,2021,3,14,Chhatrapati_Shivaji_Intl._Airpo,57.77,212.9,13.94,40.54,1.15,43.7,62.69,103.23,19.11,175.2666667
15-Mar-21,2021,3,15,Chhatrapati_Shivaji_Intl._Airpo,62.02,229.08,12.47,44.97,1.34,56.04,75.97,120.94,24.69,186.0533333
16-Mar-21,2021,3,16,Chhatrapati_Shivaji_Intl._Airpo,51.45,226.54,6.44,41.46,1.37,35.74,108.25,149.72,19.54,184.36
17-Mar-21,2021,3,17,Chhatrapati_Shivaji_Intl._Airpo,58.32,235.6,6.49,30.72,1.29,42,122.27,151.7,24.17,190.4
18-Mar-21,2021,3,18,Chhatrapati_Shivaji_Intl._Airpo,47.82,184.59,6.15,25.27,1.2,32.32,96.83,122.09,24.04,156.3933333
19-Mar-21,2021,3,19,Chhatrapati_Shivaji_Intl._Airpo,47.82,193.01,4.98,19.25,0.86,22.55,64.1,83.35,7.25,162.0066667
20-Mar-21,2021,3,20,Chhatrapati_Shivaji_Intl._Airpo,55.91,212.28,3.32,13.68,0.59,18,51.26,64.75,14.25,174.8533333
21-Mar-21,2021,3,21,Chhatrapati_Shivaji_Intl._Airpo,51.91,184.66,3.47,15.55,0.7,27.59,59.64,74.67,24.16,156.44
22-Mar-21,2021,3,22,Chhatrapati_Shivaji_Intl._Airpo,42.01,172.07,7.87,20.65,0.86,24.46,58.83,79.03,25.99,148.0466667
23-Mar-21,2021,3,23,Chhatrapati_Shivaji_Intl._Airpo,47.57,188,10.69,38.96,1,37.68,69.74,108.21,26.15,158.6666667
24-Mar-21,2021,3,24,Chhatrapati_Shivaji_Intl._Airpo,61.89,223.6,9.49,45.26,1.39,51.55,76,121.26,18.21,182.4
25-Mar-21,2021,3,25,Chhatrapati_Shivaji_Intl._Airpo,59.43,219.64,10.57,42.02,1.3,24.27,103.93,145.95,17.15,179.76
26-Mar-21,2021,3,26,Chhatrapati_Shivaji_Intl._Airpo,68.76,256.07,15.1,43.75,1.69,37.16,158.49,199.71,23.68,206.07
27-Mar-21,2021,3,27,Chhatrapati_Shivaji_Intl._Airpo,62.4,237.89,18.13,51.32,1.83,45.8,169.44,217.93,19.59,191.9266667
28-Mar-21,2021,3,28,Chhatrapati_Shivaji_Intl._Airpo,63.4,195.66,13.75,29.12,1.58,22.76,127.36,156.47,19.78,163.7733333
29-Mar-21,2021,3,29,Chhatrapati_Shivaji_Intl._Airpo,35.28,120.38,8.92,19.65,0.66,21.6,33.04,52.69,22.52,113.5866667
30-Mar-21,2021,3,30,Chhatrapati_Shivaji_Intl._Airpo,19.24,62.61,10.99,9.58,0.44,16.42,56.61,66.2,24.9,62.61
31-Mar-21,2021,3,31,Chhatrapati_Shivaji_Intl._Airpo,25.47,50.02,12.61,8.6,0.58,10.84,82.18,87.68,23.14,50.02
01-Apr-21,2021,4,1,Chhatrapati_Shivaji_Intl._Airpo,41.74,132.39,11.07,5.57,0.38,13.69,61.05,66.49,26.46,121.5933333
02-Apr-21,2021,4,2,Chhatrapati_Shivaji_Intl._Airpo,45.51,165.23,13.62,6.12,0.37,24.85,75.38,80.24,30.03,143.4866667
03-Apr-21,2021,4,3,Chhatrapati_Shivaji_Intl._Airpo,20.44,125.51,6.53,11.86,0.24,20.12,39.27,51.12,20.69,117.0066667
04-Apr-21,2021,4,4,Chhatrapati_Shivaji_Intl._Airpo,31.01,100.1,4.64,13.72,0.22,18.3,33.67,47.4,17.8,100.0666667
05-Apr-21,2021,4,5,Chhatrapati_Shivaji_Intl._Airpo,27.46,67.92,5.67,10.32,0.38,17.38,47.29,57.61,18.94,67.92
06-Apr-21,2021,4,6,Chhatrapati_Shivaji_Intl._Airpo,35.09,134.76,6.86,30.13,0.73,24.06,58.42,84.93,17.63,123.1733333
07-Apr-21,2021,4,7,Chhatrapati_Shivaji_Intl._Airpo,30.11,115.81,8.22,15.88,0.61,21.23,46.99,62.87,24.66,110.54
08-Apr-21,2021,4,8,Chhatrapati_Shivaji_Intl._Airpo,15.61,84.63,8.46,9.84,0.45,18.17,61,69.93,22.11,84.63
09-Apr-21,2021,4,9,Chhatrapati_Shivaji_Intl._Airpo,32.09,93.36,8.12,11.63,0.44,22.15,45.45,57.08,24.83,93.36
10-Apr-21,2021,4,10,Chhatrapati_Shivaji_Intl._Airpo,33.62,125,11.14,10.61,0.47,28.7,59.66,69.19,25.27,116.6666667
11-Apr-21,2021,4,11,Chhatrapati_Shivaji_Intl._Airpo,10.88,102.84,12.05,10.31,0.49,29.45,61.7,70.61,21.62,101.8933333
12-Apr-21,2021,4,12,Chhatrapati_Shivaji_Intl._Airpo,17.04,104.81,9.99,15.64,0.55,23.72,52.59,67.8,18.06,103.2066667
13-Apr-21,2021,4,13,Chhatrapati_Shivaji_Intl._Airpo,34.37,91.25,7.03,15.61,0.69,32.37,48.81,64.42,21.12,91.25
14-Apr-21,2021,4,14,Chhatrapati_Shivaji_Intl._Airpo,26.59,49.85,3.76,17.71,0.4,49.94,32.71,50.42,21.52,49.85
15-Apr-21,2021,4,15,Chhatrapati_Shivaji_Intl._Airpo,28.09,61.81,1.44,22.33,0.35,42.2,21.89,44.22,16.49,61.81
16-Apr-21,2021,4,16,Chhatrapati_Shivaji_Intl._Airpo,24.02,81.96,1.61,19.03,0.35,26.4,27.83,46.86,13.5,81.96
17-Apr-21,2021,4,17,Chhatrapati_Shivaji_Intl._Airpo,24.58,77.35,1.47,16.25,0.32,22.13,28.58,44.84,11.53,77.35
18-Apr-21,2021,4,18,Chhatrapati_Shivaji_Intl._Airpo,30.38,76.07,1.11,22.95,0.43,28.52,23.14,46.09,8.86,76.07
19-Apr-21,2021,4,19,Chhatrapati_Shivaji_Intl._Airpo,26.26,44.37,1.01,19.16,0.3,25.82,24.85,44.01,7.57,44.37
20-Apr-21,2021,4,20,Chhatrapati_Shivaji_Intl._Airpo,19.12,36.18,1.27,13.22,0.24,14.69,31.57,44.78,7.71,36.18
21-Apr-21,2021,4,21,Chhatrapati_Shivaji_Intl._Airpo,22.07,51.07,1.12,14.57,0.28,15.23,33.44,48,6.13,51.07
22-Apr-21,2021,4,22,Chhatrapati_Shivaji_Intl._Airpo,26.13,75.34,0.9,17.47,0.32,16.83,28.1,45.57,5.96,75.34
23-Apr-21,2021,4,23,Chhatrapati_Shivaji_Intl._Airpo,21.64,72.44,1.48,24.2,0.29,19.34,22.14,46.34,4.98,72.44
24-Apr-21,2021,4,24,Chhatrapati_Shivaji_Intl._Airpo,25.25,51.75,2.08,16.75,0.31,22.15,33.02,49.77,5.19,51.75
25-Apr-21,2021,4,25,Chhatrapati_Shivaji_Intl._Airpo,29.87,60.91,1.62,18.27,0.3,24.22,25.37,43.64,4.49,60.91
26-Apr-21,2021,4,26,Chhatrapati_Shivaji_Intl._Airpo,52.9,164.22,1.22,23.89,0.33,41.09,25.63,49.52,4.16,142.8133333
27-Apr-21,2021,4,27,Chhatrapati_Shivaji_Intl._Airpo,55.51,188.86,0.86,21.53,0.23,33.62,19.08,40.61,4.55,159.24
28-Apr-21,2021,4,28,Chhatrapati_Shivaji_Intl._Airpo,34.2,82.02,1.11,19.59,0.26,18.74,30.31,49.9,3.48,82.02
29-Apr-21,2021,4,29,Chhatrapati_Shivaji_Intl._Airpo,28.6,38.65,1.18,15.95,0.28,15.37,32.82,48.77,3.39,38.65
30-Apr-21,2021,4,30,Chhatrapati_Shivaji_Intl._Airpo,28.51,48.92,1.97,14.56,0.31,13.82,38.04,52.6,2.93,48.92
01-May-21,2021,5,1,Chhatrapati_Shivaji_Intl._Airpo,22.48,55.22,1.14,18.95,0.32,15.99,27.63,46.58,2.75,55.22
02-May-21,2021,5,2,Chhatrapati_Shivaji_Intl._Airpo,25.29,70.42,0.97,17.36,0.27,21.85,26.63,43.98,2.75,70.42
03-May-21,2021,5,3,Chhatrapati_Shivaji_Intl._Airpo,30.43,81.56,1.8,23.97,0.44,33.57,23.52,47.49,3.12,81.56
04-May-21,2021,5,4,Chhatrapati_Shivaji_Intl._Airpo,24.54,52.13,1.01,23.07,0.26,26.59,21.66,44.73,3.15,52.13
05-May-21,2021,5,5,Chhatrapati_Shivaji_Intl._Airpo,24.27,38.03,1.21,18.62,0.27,18.49,25.01,43.63,2.32,38.03
06-May-21,2021,5,6,Chhatrapati_Shivaji_Intl._Airpo,20.11,56.05,1.06,11.65,0.21,12.45,32.23,43.89,2.03,56.05
07-May-21,2021,5,7,Chhatrapati_Shivaji_Intl._Airpo,21.05,62.27,1.07,14.24,0.2,15.59,30.58,44.82,1.89,62.27
08-May-21,2021,5,8,Chhatrapati_Shivaji_Intl._Airpo,19.02,51.2,0.94,7.99,0.23,11.69,37.84,45.83,1.58,51.2
09-May-21,2021,5,9,Chhatrapati_Shivaji_Intl._Airpo,15.57,32.82,1.02,11.96,0.13,15.86,30.78,42.74,1.46,32.82
10-May-21,2021,5,10,Chhatrapati_Shivaji_Intl._Airpo,15.45,47.91,0.86,10.71,0.16,12.1,32.84,43.55,10.67,47.91
11-May-21,2021,5,11,Chhatrapati_Shivaji_Intl._Airpo,15.66,51.29,0.03,11.09,0.14,6.03,37.94,44.48,33.13,51.29
12-May-21,2021,5,12,Chhatrapati_Shivaji_Intl._Airpo,14.44,50.08,6.98,8.62,0.13,7.57,24.65,33.27,13.65,50.08
13-May-21,2021,5,13,Chhatrapati_Shivaji_Intl._Airpo,23.173,76.77044444,7.233222222,13.01255556,0.268555556,21.88988889,42.20433333,54.73488889,10.17844444,76.77044444
14-May-21,2021,5,14,Chhatrapati_Shivaji_Intl._Airpo,19.57,77.15,5.32,14.99,0.16,21.19,14.59,29.58,7.82,77.15
15-May-21,2021,5,15,Chhatrapati_Shivaji_Intl._Airpo,32.71,121.33,6.49,25.39,0.35,31.03,22.16,44.65,7.93,114.22
16-May-21,2021,5,16,Chhatrapati_Shivaji_Intl._Airpo,14.3,71.4,6.56,17.07,0.2,28.27,20.12,37.19,6.79,71.4
17-May-21,2021,5,17,Chhatrapati_Shivaji_Intl._Airpo,9.65,38.18,4.7,14.33,0.02,17.97,10.2,24.53,5.86,38.18
18-May-21,2021,5,18,Chhatrapati_Shivaji_Intl._Airpo,14.05,58.11,4.33,13.01,0.01,12.27,19.09,32.1,4.08,58.11
19-May-21,2021,5,19,Chhatrapati_Shivaji_Intl._Airpo,18.79,60.08,9.66,14.32,0.23,20.24,40.11,54.43,3.4,60.08
20-May-21,2021,5,20,Chhatrapati_Shivaji_Intl._Airpo,40.09,180.23,13.35,10.48,0.32,16.41,59.68,68.9,3.99,153.4866667
21-May-21,2021,5,21,Chhatrapati_Shivaji_Intl._Airpo,34.71,147.38,10.41,12.08,0.26,15.08,52.46,63.82,6.59,131.5866667
22-May-21,2021,5,22,Chhatrapati_Shivaji_Intl._Airpo,25.94,108.15,7.73,11,0.17,14.39,38.57,49.43,6.91,105.4333333
23-May-21,2021,5,23,Chhatrapati_Shivaji_Intl._Airpo,23.76,90.76,6.97,11.99,0.16,14.78,35.6,47.43,4.85,90.76
24-May-21,2021,5,24,Chhatrapati_Shivaji_Intl._Airpo,20.18,89.72,7.09,9.34,0.15,10.49,36.76,45.98,4.44,89.72
25-May-21,2021,5,25,Chhatrapati_Shivaji_Intl._Airpo,21.77,98.83,7.26,10.53,0.14,14.04,32.02,42.55,4.01,98.83
26-May-21,2021,5,26,Chhatrapati_Shivaji_Intl._Airpo,17.56,75.55,6.16,12.52,0.07,17.07,33.05,45.25,3.37,75.55
27-May-21,2021,5,27,Chhatrapati_Shivaji_Intl._Airpo,15.58,62.41,6.5,9.08,0.02,15.32,29.51,38.59,3.69,62.41
28-May-21,2021,5,28,Chhatrapati_Shivaji_Intl._Airpo,16.34,66.33,7.98,8.36,0.05,13.96,34.22,42.58,3.15,66.33
29-May-21,2021,5,29,Chhatrapati_Shivaji_Intl._Airpo,17.85,72.63,9.05,5.34,0.04,12.71,45.44,50.78,2.38,72.63
30-May-21,2021,5,30,Chhatrapati_Shivaji_Intl._Airpo,19.23,78.59,8.55,9.62,0.08,12.73,37,45.03,3.65,78.59
31-May-21,2021,5,31,Chhatrapati_Shivaji_Intl._Airpo,21.13,78.92,10.22,7.66,0.25,7.78,66.04,72.09,2.05,78.92
01-Jun-21,2021,6,1,Chhatrapati_Shivaji_Intl._Airpo,15.75,60.56,12.69,6.57,0.21,9.31,62.56,67.99,2.34,60.56
02-Jun-21,2021,6,2,Chhatrapati_Shivaji_Intl._Airpo,12.48,50.28,13.52,6.61,0.26,7.98,61.56,67.73,1.84,50.28
03-Jun-21,2021,6,3,Chhatrapati_Shivaji_Intl._Airpo,15.86,61.29,10.48,18.58,0.28,19.57,49.15,67.75,3.53,61.29
04-Jun-21,2021,6,4,Chhatrapati_Shivaji_Intl._Airpo,14,53.85,9.59,18.58,0.22,16.95,43.27,61.85,4.61,53.85
05-Jun-21,2021,6,5,Chhatrapati_Shivaji_Intl._Airpo,18.65,84.12,9.15,22.06,0.27,14.55,51.77,73.88,3.22,84.12
06-Jun-21,2021,6,6,Chhatrapati_Shivaji_Intl._Airpo,13.07,46.17,8.02,13.34,0.1,16.1,42.21,55.55,4.96,46.17
07-Jun-21,2021,6,7,Chhatrapati_Shivaji_Intl._Airpo,12.27,43.85,8.27,8.44,0.07,10.09,48.34,56.34,4.99,43.85
08-Jun-21,2021,6,8,Chhatrapati_Shivaji_Intl._Airpo,13.02,48.58,11.14,6,0.23,9.07,58.19,63.53,5.06,48.58
09-Jun-21,2021,6,9,Chhatrapati_Shivaji_Intl._Airpo,10.7,28.48,12.95,3.97,0.21,0.73,77.76,79.02,4.45,28.48
