Timestamp,Year,Month,Day,Station,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NO (µg/m³),NOx (ppb),NH3 (µg/m³),AQI,AQI_Category
10-Sep-21,2021,9,10,Mazgaon mumbai IITm,8.97,17.22,4.15,1.99,0,13.03,7.16,14.75,2.6,17,Good
11-Sep-21,2021,9,11,Mazgaon mumbai IITm,8.36,15.31,3.97,4.48,0.01,6.58,5.7,15.37,9.6,15,Good
12-Sep-21,2021,9,12,Mazgaon mumbai IITm,6.06,9.78,1.75,5.27,0.02,9.86,6.78,15.76,8.35,10,Good
13-Sep-21,2021,9,13,Mazgaon mumbai IITm,20.22,28.23,3,2.72,0.04,17.81,6.81,8.18,3.67,28,Good
14-Sep-21,2021,9,14,Mazgaon mumbai IITm,76.85,102.48,4.79,1.56,0.02,7.67,5.54,7.07,2.79,102,Moderate
15-Sep-21,2021,9,15,Mazgaon mumbai IITm,25.23,34.91,3.74,11.49,0.14,12.36,9.33,24.08,16.09,35,Good
16-Sep-21,2021,9,16,Mazgaon mumbai IITm,25.23,34.91,3.74,11.49,0.14,12.36,9.33,24.08,16.09,35,Good
17-Sep-21,2021,9,17,Mazgaon mumbai IITm,39.84,53.4,3.66,2.12,0.01,7.53,5.72,8.02,3.1,53,Satisfactory
18-Sep-21,2021,9,18,Mazgaon mumbai IITm,21.86,28.77,1.75,1.73,0.4,7.65,7.4,14.55,6.83,29,Good
19-Sep-21,2021,9,19,Mazgaon mumbai IITm,9.93,13.45,1.46,1.88,0.42,13.78,6.14,8.24,4.6,13,Good
20-Sep-21,2021,9,20,Mazgaon mumbai IITm,10.84,13.8,1.4,4.03,0.47,8.24,7.98,16.31,7.3,14,Good
21-Sep-21,2021,9,21,Mazgaon mumbai IITm,9.01,11.92,3.13,2.79,0.74,3.64,7.32,10.11,4.18,12,Good
22-Sep-21,2021,9,22,Mazgaon mumbai IITm,14.32,18.36,1.52,2.76,0.78,3.95,6.7,9.45,10.09,18,Good
23-Sep-21,2021,9,23,Mazgaon mumbai IITm,17.23,24.31,4.03,2.33,0.37,4.89,6.74,9.36,8.86,24,Good
24-Sep-21,2021,9,24,Mazgaon mumbai IITm,18.43,25.7,1.68,1.9,0.4,14.94,6.82,7.36,5.02,26,Good
25-Sep-21,2021,9,25,Mazgaon mumbai IITm,17.86,22.86,3.33,2.88,0.24,11,6.09,8.97,1.34,23,Good
26-Sep-21,2021,9,26,Mazgaon mumbai IITm,25.23,34.91,3.74,11.49,0.14,12.36,9.33,24.08,16.09,35,Good
27-Sep-21,2021,9,27,Mazgaon mumbai IITm,25.23,34.91,3.74,11.49,0.14,12.36,9.33,24.08,16.09,35,Good
28-Sep-21,2021,9,28,Mazgaon mumbai IITm,12.46,17.55,3.74,1.42,0.93,11,5.42,6.83,16.09,18,Good
29-Sep-21,2021,9,29,Mazgaon mumbai IITm,8.93,13.63,5.39,0.96,0.41,12.62,6.02,6.98,3.02,14,Good
30-Sep-21,2021,9,30,Mazgaon mumbai IITm,9.25,13.12,1.95,1.45,0.17,4.76,7.09,16.15,5.88,13,Good
01-Oct-21,2021,10,1,Mazgaon mumbai IITm,10.02,14.98,5.4,1.19,0.48,10.54,8.39,14,4.41,15,Good
02-Oct-21,2021,10,2,Mazgaon mumbai IITm,9.94,15.1,5.05,2.56,0.88,8.75,12.66,23.95,9.69,15,Good
03-Oct-21,2021,10,3,Mazgaon mumbai IITm,9.68,15.15,5.49,8.35,1.12,24.48,9.87,23.4,7.53,15,Good
04-Oct-21,2021,10,4,Mazgaon mumbai IITm,9.88,15.8,2.54,2.6,0.78,11.77,7.21,9.99,9.17,16,Good
05-Oct-21,2021,10,5,Mazgaon mumbai IITm,9.89,15.03,5.1,8.75,0.74,20.47,9.33,23.01,6.46,15,Good
06-Oct-21,2021,10,6,Mazgaon mumbai IITm,9.72,14.72,4.12,5.63,0.66,28.32,8.8,19.07,5.72,15,Good
07-Oct-21,2021,10,7,Mazgaon mumbai IITm,10.02,14.97,4.87,4.76,0.67,12.63,7.94,16.9,4.86,15,Good
08-Oct-21,2021,10,8,Mazgaon mumbai IITm,9.84,15.51,6.45,2.42,0.49,9.07,6.17,16.08,7.66,16,Good
09-Oct-21,2021,10,9,Mazgaon mumbai IITm,10.18,15.13,3.47,1.75,0.42,16.77,7.47,7.73,7.53,15,Good
10-Oct-21,2021,10,10,Mazgaon mumbai IITm,10.01,15.39,1.93,1.21,0.37,9.77,5.71,13.15,7.74,15,Good
11-Oct-21,2021,10,11,Mazgaon mumbai IITm,13.5,20.96,5.74,2.13,0.54,11.81,6.09,15.69,2.72,21,Good
12-Oct-21,2021,10,12,Mazgaon mumbai IITm,18.42,28.95,1.99,1.56,0.55,13.27,6.2,7.91,8.7,29,Good
13-Oct-21,2021,10,13,Mazgaon mumbai IITm,43.33,70.93,8.81,3.29,0.81,36.5,7.08,10.37,8.69,71,Satisfactory
14-Oct-21,2021,10,14,Mazgaon mumbai IITm,99.46,170.46,1.58,4.13,0.93,38.69,6.95,11.08,8.09,147,Moderate
15-Oct-21,2021,10,15,Mazgaon mumbai IITm,4.51,12.33,3.57,5.52,0.82,17.57,6.82,18.35,6.76,12,Good
16-Oct-21,2021,10,16,Mazgaon mumbai IITm,44.03,56.85,1.6,5.43,0.46,50.59,6.12,16.83,5.32,57,Satisfactory
17-Oct-21,2021,10,17,Mazgaon mumbai IITm,131.42,186.8,5.5,2.04,0.44,28.47,5.86,7.94,8.55,158,Moderate
18-Oct-21,2021,10,18,Mazgaon mumbai IITm,76.73,102.17,4.17,1.17,0.23,24.01,6,7.15,7.25,101,Moderate
19-Oct-21,2021,10,19,Mazgaon mumbai IITm,62.72,86.1,3.78,27.25,0.38,14.84,5.61,37.96,2.39,86,Satisfactory
20-Oct-21,2021,10,20,Mazgaon mumbai IITm,81.59,114.45,5.43,5.06,0.59,23.36,7.58,16.64,2.87,110,Moderate
21-Oct-21,2021,10,21,Mazgaon mumbai IITm,103.44,156.45,2.28,7.85,0.59,26.58,5.8,9.91,5.53,138,Moderate
22-Oct-21,2021,10,22,Mazgaon mumbai IITm,136.07,205.77,2.45,4.52,0.92,20.02,7.1,11.62,5.89,171,Moderate
23-Oct-21,2021,10,23,Mazgaon mumbai IITm,67.44,102.37,1.94,1.52,0.51,23.15,5.35,6.87,7.13,102,Moderate
24-Oct-21,2021,10,24,Mazgaon mumbai IITm,37.48,60.43,3.89,1.91,0.41,11.84,5.67,14.41,6.63,60,Satisfactory
25-Oct-21,2021,10,25,Mazgaon mumbai IITm,33.9,54.11,2.7,4.16,0.38,10.52,5.86,15.35,2.2,54,Satisfactory
26-Oct-21,2021,10,26,Mazgaon mumbai IITm,80.95,126.99,2.21,5.75,0.61,36.96,5.75,8.76,5.85,118,Moderate
27-Oct-21,2021,10,27,Mazgaon mumbai IITm,94.07,160.63,2.27,7.1,0.44,20.11,6.03,9.91,3.28,140,Moderate
28-Oct-21,2021,10,28,Mazgaon mumbai IITm,98.69,173.82,2.27,3.25,0.26,51.22,5.37,8.62,6.04,149,Moderate
29-Oct-21,2021,10,29,Mazgaon mumbai IITm,112.54,194.4,2.66,3.37,0.16,25.37,5.44,16.67,5.86,163,Moderate
30-Oct-21,2021,10,30,Mazgaon mumbai IITm,112.45,175.2,4.88,3.2,0.16,37.58,5.38,8.58,6.04,150,Moderate
31-Oct-21,2021,10,31,Mazgaon mumbai IITm,126.95,193.35,7.68,7.18,0.31,73.96,5.31,9.08,2.56,162,Moderate
01-Nov-21,2021,11,1,Mazgaon mumbai IITm,172.29,252.51,6.3,8.17,0.65,53.61,7.02,18.91,3.17,203,Poor
02-Nov-21,2021,11,2,Mazgaon mumbai IITm,172.62,266.6,6.13,31.07,0.82,20.86,7.59,69.69,16.5,217,Poor
03-Nov-21,2021,11,3,Mazgaon mumbai IITm,136.4,214.06,6.24,58.81,0.27,68.77,12.68,78.19,17.98,176,Moderate
04-Nov-21,2021,11,4,Mazgaon mumbai IITm,125.14,206.76,4.69,47.72,0.16,78.54,7.94,59.85,13.2,171,Moderate
05-Nov-21,2021,11,5,Mazgaon mumbai IITm,103.19,179.51,2.11,32.37,0.25,28.72,8.42,45.24,9.37,153,Moderate
06-Nov-21,2021,11,6,Mazgaon mumbai IITm,52.65,92.93,2.11,21.74,0.24,22.48,8.61,35.15,6.7,93,Satisfactory
07-Nov-21,2021,11,7,Mazgaon mumbai IITm,51.43,98.36,2.71,40.59,0.37,47.8,10.57,55.6,12.44,98,Satisfactory
08-Nov-21,2021,11,8,Mazgaon mumbai IITm,107.07,186.21,2.52,19.19,0.25,43.01,8.05,27.3,7.9,157,Moderate
09-Nov-21,2021,11,9,Mazgaon mumbai IITm,130.08,206.02,2.5,28.29,0.37,45.86,10.83,36.96,15.08,171,Moderate
10-Nov-21,2021,11,10,Mazgaon mumbai IITm,130.44,199.74,3.01,48.57,0.68,45.09,9.73,63.43,14.16,166,Moderate
11-Nov-21,2021,11,11,Mazgaon mumbai IITm,148.39,227.15,7.55,52.09,1.11,95.16,8.89,65.63,18.15,185,Moderate
12-Nov-21,2021,11,12,Mazgaon mumbai IITm,151.64,228.51,16.67,177.14,1.06,59.49,15.89,184.66,102.11,186,Moderate
13-Nov-21,2021,11,13,Mazgaon mumbai IITm,161.12,239.62,4.36,178.65,0.97,101.05,11.8,196.64,46.14,193,Moderate
14-Nov-21,2021,11,14,Mazgaon mumbai IITm,147.63,218.93,2.25,81.38,0.83,59.68,13.13,174.7,40.61,179,Moderate
15-Nov-21,2021,11,15,Mazgaon mumbai IITm,155.38,231.61,4.1,67.63,0.61,89.98,10.58,78.18,33.63,188,Moderate
16-Nov-21,2021,11,16,Mazgaon mumbai IITm,159.94,249.06,2.19,71.34,0.96,31.72,13.73,85.15,26.31,199,Moderate
17-Nov-21,2021,11,17,Mazgaon mumbai IITm,77.7,121.45,1.79,49.09,1.07,32.69,16.62,62.36,24.58,114,Moderate
18-Nov-21,2021,11,18,Mazgaon mumbai IITm,28.44,50.39,2.42,62.51,0.99,68.68,16.86,94.14,59.21,50,Good
19-Nov-21,2021,11,19,Mazgaon mumbai IITm,40.36,71.93,2.57,73.06,1.08,54.49,15.63,53.85,32.23,72,Satisfactory
20-Nov-21,2021,11,20,Mazgaon mumbai IITm,57.6,106.49,5.47,39.95,0.85,27.49,17.68,57.63,29.66,104,Moderate
21-Nov-21,2021,11,21,Mazgaon mumbai IITm,37.93,69.11,1.82,24.85,0.38,41.52,10.68,35.53,37.9,69,Satisfactory
22-Nov-21,2021,11,22,Mazgaon mumbai IITm,36.31,56.34,4.27,65.09,0.43,60.84,12.82,89.56,27.2,56,Satisfactory
23-Nov-21,2021,11,23,Mazgaon mumbai IITm,46.44,74.75,4.04,74.35,0.43,31.7,18.35,108.53,60.27,75,Satisfactory
24-Nov-21,2021,11,24,Mazgaon mumbai IITm,67.91,122.62,1.55,30.26,0.65,58.8,9.25,39.5,17.8,115,Moderate
25-Nov-21,2021,11,25,Mazgaon mumbai IITm,123.61,226.96,1.43,36.34,0.47,30.16,13.89,50.23,8.62,185,Moderate
26-Nov-21,2021,11,26,Mazgaon mumbai IITm,93.35,169.08,4.14,38.2,0.66,56.5,9.25,47.44,26.98,146,Moderate
27-Nov-21,2021,11,27,Mazgaon mumbai IITm,87.99,159.1,2.82,38.72,0.64,57.74,14.21,52.92,49.2,139,Moderate
28-Nov-21,2021,11,28,Mazgaon mumbai IITm,61.67,107.5,1.97,36.57,0.65,67.83,13.62,50.19,20.06,105,Moderate
29-Nov-21,2021,11,29,Mazgaon mumbai IITm,64.25,99.71,8.63,70.2,0.26,99.15,55.27,81.94,43.54,100,Satisfactory
30-Nov-21,2021,11,30,Mazgaon mumbai IITm,77.08,117.54,2.3,67.23,0.27,49.27,17.1,87.49,39.64,112,Moderate
01-Dec-21,2021,12,1,Mazgaon mumbai IITm,73.08,114.71,4.73,77.31,0.28,57.05,61.61,126.37,55.28,110,Moderate
02-Dec-21,2021,12,2,Mazgaon mumbai IITm,33.89,52.71,5.04,19.5,0.34,27.41,21.78,40.5,17.7,53,Satisfactory
03-Dec-21,2021,12,3,Mazgaon mumbai IITm,42.73,74.74,4.7,41.32,0.38,6.26,33.7,92.7,35.9,75,Satisfactory
04-Dec-21,2021,12,4,Mazgaon mumbai IITm,34.88,53.32,6.41,42.66,0.19,5.7,26.07,82.54,34.12,53,Satisfactory
05-Dec-21,2021,12,5,Mazgaon mumbai IITm,28.5,45.08,2.06,45.19,0.1,6.07,34.6,97.95,41.6,45,Good
06-Dec-21,2021,12,6,Mazgaon mumbai IITm,86.06,148.96,7.54,57.85,0.37,8.67,24.07,92.69,42.44,133,Moderate
07-Dec-21,2021,12,7,Mazgaon mumbai IITm,146.15,252.19,6.56,56.18,0.28,19.81,13.86,77.36,35.76,202,Poor
08-Dec-21,2021,12,8,Mazgaon mumbai IITm,159.24,250.17,3.05,58.82,0.21,10.3,11.91,77.02,36.37,200,Moderate
09-Dec-21,2021,12,9,Mazgaon mumbai IITm,140.54,234.57,2.63,30.46,0.09,4.51,8.44,38.94,12,190,Moderate
10-Dec-21,2021,12,10,Mazgaon mumbai IITm,152.78,250.97,2.71,66.99,0.15,1.53,15.85,90.67,43.09,201,Poor
11-Dec-21,2021,12,11,Mazgaon mumbai IITm,137.2,227.68,2.09,71.41,0.41,5.21,13.59,92.18,44.79,185,Moderate
12-Dec-21,2021,12,12,Mazgaon mumbai IITm,142.82,227.56,2.85,31.76,0.59,1.2,15.36,47.13,18.21,185,Moderate
13-Dec-21,2021,12,13,Mazgaon mumbai IITm,138.24,219.36,2.59,37.7,0.51,13.6,13.52,53.4,45.66,180,Moderate
14-Dec-21,2021,12,14,Mazgaon mumbai IITm,96.84,157.67,10.28,78.27,0.38,25.42,13.68,98.1,46.7,138,Moderate
15-Dec-21,2021,12,15,Mazgaon mumbai IITm,165.79,252.57,3.1,44.52,0.33,5.45,14.52,59,27.19,203,Poor
16-Dec-21,2021,12,16,Mazgaon mumbai IITm,199.3,299.95,2.38,44.37,0.44,1.19,11.79,56.16,10.16,250,Poor
17-Dec-21,2021,12,17,Mazgaon mumbai IITm,201.39,305.86,3.1,40.52,0.49,2.8,8.63,51.21,42.45,256,Poor
18-Dec-21,2021,12,18,Mazgaon mumbai IITm,200.4,301.01,6.8,76.29,0.46,6.14,11.68,98.58,45.54,251,Poor
19-Dec-21,2021,12,19,Mazgaon mumbai IITm,149.88,239.15,2.74,35.18,0.26,2.69,9.5,44.67,43.42,193,Moderate
20-Dec-21,2021,12,20,Mazgaon mumbai IITm,176.6,264.81,2.89,34.84,0.41,2.47,7.63,42.47,12.08,215,Poor
21-Dec-21,2021,12,21,Mazgaon mumbai IITm,181.02,272.96,8.63,25.76,0.65,5.85,10.8,36.45,9.57,223,Poor
22-Dec-21,2021,12,22,Mazgaon mumbai IITm,210.19,302.5,3.02,0.75,0.67,2.67,4.22,3.44,2.19,253,Poor
23-Dec-21,2021,12,23,Mazgaon mumbai IITm,157.58,232.79,3.82,0.49,0.6,3.21,4.04,2.73,8.22,189,Moderate
24-Dec-21,2021,12,24,Mazgaon mumbai IITm,110.97,156.86,2.57,1.28,0.45,9.42,8.38,18.52,9.25,138,Moderate
25-Dec-21,2021,12,25,Mazgaon mumbai IITm,116.81,167.38,8.39,11.88,0.69,49.11,12.52,39.08,7.16,145,Moderate
26-Dec-21,2021,12,26,Mazgaon mumbai IITm,161.46,229.59,3.16,10.6,0.7,28.06,9.8,20.92,7.21,186,Moderate
27-Dec-21,2021,12,27,Mazgaon mumbai IITm,175.61,257.61,4.24,10.79,0.81,25.48,8.88,20.28,10.88,208,Poor
28-Dec-21,2021,12,28,Mazgaon mumbai IITm,169.12,254.26,3.53,30.67,0.82,25.35,41.99,45.51,29.45,204,Poor
29-Dec-21,2021,12,29,Mazgaon mumbai IITm,102.6,149.52,10.23,48.67,0.45,40.76,140.38,118.37,52.56,133,Moderate
30-Dec-21,2021,12,30,Mazgaon mumbai IITm,125.51,183.12,4.96,17.43,0.47,39.34,11.04,19.98,6.27,155,Moderate
31-Dec-21,2021,12,31,Mazgaon mumbai IITm,131.36,196.84,10.76,7,0.56,16.61,9.66,15.94,8.84,165,Moderate
01-Jan-22,2022,1,1,Mazgaon mumbai IITm,127.84,196.22,8.8,4.72,0.72,39.81,10.96,22.83,8.61,164,Moderate
02-Jan-22,2022,1,2,Mazgaon mumbai IITm,114.32,181.4,7.34,13.38,0.56,42.53,12.88,23.15,11.97,154,Moderate
03-Jan-22,2022,1,3,Mazgaon mumbai IITm,132.19,199.95,3.29,6.26,0.6,21.08,9.44,9.45,15.91,167,Moderate
04-Jan-22,2022,1,4,Mazgaon mumbai IITm,157.02,230.66,6.34,16.34,0.58,53.73,31.87,44.7,18.37,187,Moderate
05-Jan-22,2022,1,5,Mazgaon mumbai IITm,163.06,244.42,6.03,18.11,0.56,54.91,42.61,71.85,18.23,196,Moderate
06-Jan-22,2022,1,6,Mazgaon mumbai IITm,113.43,157.61,3.02,11.63,0.41,22.27,14.65,16.67,12.92,138,Moderate
07-Jan-22,2022,1,7,Mazgaon mumbai IITm,121.19,176.13,3.33,16.96,0.34,20.03,24.84,36.07,19.58,151,Moderate
08-Jan-22,2022,1,8,Mazgaon mumbai IITm,61.89,90.09,2.22,7.91,0.24,15.81,13.54,35.61,12.99,90,Satisfactory
09-Jan-22,2022,1,9,Mazgaon mumbai IITm,53.09,88.6,6.85,10.85,0.2,51.38,25.84,29.97,17.91,89,Satisfactory
10-Jan-22,2022,1,10,Mazgaon mumbai IITm,51.38,85.15,3.78,21.92,0.15,31.26,15.66,46.33,16.35,85,Satisfactory
11-Jan-22,2022,1,11,Mazgaon mumbai IITm,89.43,131.69,8.22,11.69,0.22,32.43,10.91,44.65,13.09,121,Moderate
12-Jan-22,2022,1,12,Mazgaon mumbai IITm,104.78,162.73,5.5,21.9,0.27,56.99,11.72,24.29,5.91,142,Moderate
13-Jan-22,2022,1,13,Mazgaon mumbai IITm,120.17,173.7,3.96,12.31,0.49,21.84,10.25,43.81,6.42,149,Moderate
14-Jan-22,2022,1,14,Mazgaon mumbai IITm,123.44,181.84,4.37,12.77,1.04,24.36,10.26,22.87,6.43,155,Moderate
15-Jan-22,2022,1,15,Mazgaon mumbai IITm,127.95,197.99,5.88,12.67,0.87,37.54,10.75,24.01,12.03,165,Moderate
16-Jan-22,2022,1,16,Mazgaon mumbai IITm,118.41,178.15,15.21,12.25,0.71,21.29,11.61,41.14,7.01,152,Moderate
17-Jan-22,2022,1,17,Mazgaon mumbai IITm,117.18,170.86,4.8,23.42,0.82,20.07,9.27,40.88,11.22,147,Moderate
18-Jan-22,2022,1,18,Mazgaon mumbai IITm,147.71,221.12,4.57,12.38,0.94,20.73,9.5,22.11,6.97,181,Moderate
19-Jan-22,2022,1,19,Mazgaon mumbai IITm,153.66,225.01,11.33,12.36,0.78,28.76,9.62,21.62,7.21,183,Moderate
20-Jan-22,2022,1,20,Mazgaon mumbai IITm,88.26,129.79,9.87,12.44,0.6,53.96,10.3,22.91,6.59,120,Moderate
21-Jan-22,2022,1,21,Mazgaon mumbai IITm,84.38,111.9,3.71,12.8,0.73,7.89,10.92,23.82,12.09,108,Moderate
22-Jan-22,2022,1,22,Mazgaon mumbai IITm,91.99,120.97,3.13,23.88,0.6,7.93,10.58,44.3,11.75,114,Moderate
23-Jan-22,2022,1,23,Mazgaon mumbai IITm,490.69,525.3,3.47,24.24,0.37,51.53,10.08,22.66,11.83,430,Severe
24-Jan-22,2022,1,24,Mazgaon mumbai IITm,423.46,490.21,3.69,13.87,0.42,32.11,14.55,26.88,8.54,419,Severe
25-Jan-22,2022,1,25,Mazgaon mumbai IITm,359.94,404.74,5.56,12.56,0.45,27.34,13.22,24.07,6.78,368,Very Poor
26-Jan-22,2022,1,26,Mazgaon mumbai IITm,283.33,345.8,6.77,23.82,0.53,51.25,9.91,22.61,6.79,296,Poor
27-Jan-22,2022,1,27,Mazgaon mumbai IITm,206.79,265.93,5.28,12.79,0.72,52.19,12.93,23.3,6.28,216,Poor
28-Jan-22,2022,1,28,Mazgaon mumbai IITm,160.8,222.19,6.13,24.36,0.39,24.05,10.7,44.7,12.29,181,Moderate
29-Jan-22,2022,1,29,Mazgaon mumbai IITm,148.76,208.05,14.66,24.38,0.27,55.68,12.49,43.19,11.95,172,Moderate
30-Jan-22,2022,1,30,Mazgaon mumbai IITm,177.22,240.14,6.17,24.31,0.51,29.58,13.04,44.12,11.98,193,Moderate
31-Jan-22,2022,1,31,Mazgaon mumbai IITm,166.41,227.85,15.05,13.06,0.57,60.46,13.67,24.45,6.63,185,Moderate
01-Feb-22,2022,2,1,Mazgaon mumbai IITm,155.4,218.82,14.41,13.49,0.43,28.46,9.95,22.96,6.75,179,Moderate
02-Feb-22,2022,2,2,Mazgaon mumbai IITm,153.76,202.33,3.79,24.26,0.62,21.68,14.03,45.3,12.29,168,Moderate
03-Feb-22,2022,2,3,Mazgaon mumbai IITm,177.84,218.51,9.65,24.86,0.28,35.43,13.34,45.08,12.21,179,Moderate
04-Feb-22,2022,2,4,Mazgaon mumbai IITm,359.31,413.37,7.13,24.45,0.22,20.94,13.36,44.73,12.14,379,Very Poor
05-Feb-22,2022,2,5,Mazgaon mumbai IITm,304.36,356.44,5.48,23.84,0.28,24.64,12.78,42.75,11.61,308,Very Poor
06-Feb-22,2022,2,6,Mazgaon mumbai IITm,239.42,285.89,17.04,23.86,0.44,71.58,12.45,42.84,11.78,236,Poor
07-Feb-22,2022,2,7,Mazgaon mumbai IITm,168.84,201.96,7.18,12.97,0.48,46.51,10.52,23.58,6.59,168,Moderate
08-Feb-22,2022,2,8,Mazgaon mumbai IITm,97.58,124.47,3.44,12.92,0.44,15.76,12.98,44.44,6.14,116,Moderate
09-Feb-22,2022,2,9,Mazgaon mumbai IITm,107.85,141.04,13.67,12.96,0.77,38.14,10.51,23.61,6.68,127,Moderate
10-Feb-22,2022,2,10,Mazgaon mumbai IITm,155.26,212.5,23.86,24.86,0.97,49.26,12.9,44.25,11.97,175,Moderate
11-Feb-22,2022,2,11,Mazgaon mumbai IITm,138.1,198.45,20.73,23.69,0.69,51.32,13.55,44.02,11.87,166,Moderate
12-Feb-22,2022,2,12,Mazgaon mumbai IITm,124.53,176.36,7.07,24.4,0.79,27.02,10.88,44.74,12.3,151,Moderate
13-Feb-22,2022,2,13,Mazgaon mumbai IITm,141.05,204.72,14.77,24.58,0.99,51.02,13.21,44.31,12.1,170,Moderate
14-Feb-22,2022,2,14,Mazgaon mumbai IITm,93.87,134.3,12.68,24.48,0.8,43.25,13.79,45.71,12.38,123,Moderate
15-Feb-22,2022,2,15,Mazgaon mumbai IITm,72.47,100.45,8.88,12.63,0.68,20.81,12.37,42.28,6.63,100,Satisfactory
16-Feb-22,2022,2,16,Mazgaon mumbai IITm,53.29,73.48,8.98,12.73,0.56,22.11,12.2,22.67,7.05,73,Satisfactory
17-Feb-22,2022,2,17,Mazgaon mumbai IITm,48.43,65.1,9.11,24.2,0.75,23.47,12.56,43.32,11.77,65,Satisfactory
18-Feb-22,2022,2,18,Mazgaon mumbai IITm,60.23,84.98,11.98,23.75,0.73,29.77,13.12,23.59,11.93,85,Satisfactory
19-Feb-22,2022,2,19,Mazgaon mumbai IITm,124.92,169.85,4.06,23.65,0.98,18.34,9.77,23.02,6.79,147,Moderate
20-Feb-22,2022,2,20,Mazgaon mumbai IITm,82.5,113.5,10.01,23.57,0.83,59.77,12.51,42.6,11.74,109,Moderate
21-Feb-22,2022,2,21,Mazgaon mumbai IITm,136.37,188.17,14.72,12.62,0.7,30.68,12.7,22.87,7.03,159,Moderate
22-Feb-22,2022,2,22,Mazgaon mumbai IITm,145.13,190.96,12.98,24.2,0.77,36.81,12.67,43.59,11.55,161,Moderate
23-Feb-22,2022,2,23,Mazgaon mumbai IITm,111.65,153.98,5.17,12.99,0.71,13.02,9.86,22.51,11.66,136,Moderate
24-Feb-22,2022,2,24,Mazgaon mumbai IITm,132.53,184.44,8.92,23.65,1.12,50.73,12.91,23.33,11.78,156,Moderate
25-Feb-22,2022,2,25,Mazgaon mumbai IITm,225,279.52,13.51,23.65,0.88,58.07,12.22,42.24,11.65,230,Poor
26-Feb-22,2022,2,26,Mazgaon mumbai IITm,208.82,274.09,12.2,23.77,0.66,48.11,12.31,42.62,11.72,224,Poor
27-Feb-22,2022,2,27,Mazgaon mumbai IITm,149.48,197.15,6.59,12.67,0.59,32.8,12.37,43.01,6.63,165,Moderate
28-Feb-22,2022,2,28,Mazgaon mumbai IITm,192.78,257.3,21.82,13.03,0.79,31.24,10.21,23.45,6.59,207,Poor
01-Mar-22,2022,3,1,Mazgaon mumbai IITm,171.28,235.67,16.62,12.46,0.66,38,9.87,22.52,6.63,190,Moderate
02-Mar-22,2022,3,2,Mazgaon mumbai IITm,196.65,263.5,14.06,12.35,0.98,49.2,9.88,22.22,6.73,214,Poor
03-Mar-22,2022,3,3,Mazgaon mumbai IITm,188.6,258.94,20.04,12.29,0.88,26,10.46,22.74,11.77,209,Poor
04-Mar-22,2022,3,4,Mazgaon mumbai IITm,138.62,199.45,18.99,12.6,0.51,26.23,9.94,42.09,6.9,166,Moderate
05-Mar-22,2022,3,5,Mazgaon mumbai IITm,151.75,213.54,19.8,23.74,0.55,47.54,12.42,42.71,6.39,176,Moderate
06-Mar-22,2022,3,6,Mazgaon mumbai IITm,165.79,232.23,15.9,12.62,0.67,20.13,9.97,22.59,6.42,188,Moderate
07-Mar-22,2022,3,7,Mazgaon mumbai IITm,158.99,229.29,5.98,23.64,0.74,32.12,12.51,42.93,6.58,186,Moderate
08-Mar-22,2022,3,8,Mazgaon mumbai IITm,149.75,221.91,18,12.92,0.76,58.18,9.98,23.18,6.82,181,Moderate
09-Mar-22,2022,3,9,Mazgaon mumbai IITm,223.46,283.66,3.66,12.95,0.79,32.15,12.19,22.99,6.6,234,Poor
10-Mar-22,2022,3,10,Mazgaon mumbai IITm,160.61,204.37,12.11,12.5,0.77,22.43,10.22,22.72,11.77,170,Moderate
11-Mar-22,2022,3,11,Mazgaon mumbai IITm,226.83,268.66,5.64,23.74,0.72,50.78,12.77,43.23,11.85,219,Poor
12-Mar-22,2022,3,12,Mazgaon mumbai IITm,143.48,180,15.78,23.87,0.31,39.47,12.11,42.35,11.62,153,Moderate
13-Mar-22,2022,3,13,Mazgaon mumbai IITm,151.15,189.16,14.77,23.41,0.45,34.73,11.89,41.93,11.33,159,Moderate
14-Mar-22,2022,3,14,Mazgaon mumbai IITm,131.94,166.56,24.2,12.73,0.2,19.74,12.74,22.9,6.45,144,Moderate
15-Mar-22,2022,3,15,Mazgaon mumbai IITm,167.07,212.01,9.9,21.99,0.18,42.86,11.92,40.4,11.25,175,Moderate
16-Mar-22,2022,3,16,Mazgaon mumbai IITm,136.3,170.17,6.97,12.78,0.44,34.35,12.06,22.76,6.67,147,Moderate
17-Mar-22,2022,3,17,Mazgaon mumbai IITm,145.5,179.6,17.63,23.73,0.71,24.38,12.26,23.3,11.74,153,Moderate
18-Mar-22,2022,3,18,Mazgaon mumbai IITm,124.9,163.32,5.81,12.79,0.6,8.04,10.55,23.14,11.85,142,Moderate
19-Mar-22,2022,3,19,Mazgaon mumbai IITm,100.38,115.95,10.53,24.25,0.41,26.61,13.02,43.88,6.51,111,Moderate
20-Mar-22,2022,3,20,Mazgaon mumbai IITm,94.72,107.7,10.27,23.76,0.35,28.13,13.12,43.37,12.09,105,Moderate
21-Mar-22,2022,3,21,Mazgaon mumbai IITm,150.51,172.33,11.9,24.31,0.51,31.49,12.51,43.27,11.74,148,Moderate
