Timestamp,Year,Month,Day,Station,PM2.5 (µg/m³),PM10 (µg/m³),SO2 (µg/m³),NO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),NO (µg/m³),NOx (ppb),NH3 (µg/m³),AQI,AQI_Category
01-Jan-21,2021,1,1,Bandra_kurla_complex_mumbai,194.99,228.7,9.81,66.39,0.91,19.69,25.18,54.87,82.89,186,Moderate
02-Jan-21,2021,1,2,Bandra_kurla_complex_mumbai,144.54,212.47,2.74,32.35,0.54,10.05,9.38,40.42,65.53,175,Moderate
03-Jan-21,2021,1,3,Bandra_kurla_complex_mumbai,103.21,187.71,4.87,32.05,0.72,17.17,12.14,41.81,65.05,158,Moderate
04-Jan-21,2021,1,4,Bandra_kurla_complex_mumbai,123.1,232.74,2.55,35.67,0.6,7.38,9.47,45.11,69.06,188,Moderate
05-Jan-21,2021,1,5,Bandra_kurla_complex_mumbai,99.01,192.77,1.39,38.28,0.41,6.76,8.02,46.19,69.13,162,Moderate
06-Jan-21,2021,1,6,Bandra_kurla_complex_mumbai,132.74,283.81,6.23,76.89,0.58,4.88,12.84,50.77,74.74,234,Poor
07-Jan-21,2021,1,7,Bandra_kurla_complex_mumbai,150.15,335.87,1.2,33.34,0.54,2.96,20.42,53.44,77.93,286,Poor
08-Jan-21,2021,1,8,Bandra_kurla_complex_mumbai,189.66,368.61,0.74,29.78,0.42,3,19.4,49.15,71.7,323,Very Poor
09-Jan-21,2021,1,9,Bandra_kurla_complex_mumbai,177.42,353.35,1.68,31.59,0.44,3.13,19.77,50.91,72.33,304,Very Poor
10-Jan-21,2021,1,10,Bandra_kurla_complex_mumbai,164.8,340.69,4.47,54.12,0.45,3.31,28.15,50.88,75.06,291,Poor
11-Jan-21,2021,1,11,Bandra_kurla_complex_mumbai,138.74,313.75,2.44,28.24,0.22,3.31,20.52,48.48,73.64,264,Poor
12-Jan-21,2021,1,12,Bandra_kurla_complex_mumbai,130.83,303.27,8.17,59.56,0.21,6.86,26.62,52.79,77.69,253,Poor
13-Jan-21,2021,1,13,Bandra_kurla_complex_mumbai,111.38,293.38,2.89,35.44,0.08,3.35,28.27,62.18,85.86,243,Poor
14-Jan-21,2021,1,14,Bandra_kurla_complex_mumbai,86.45,247.06,2.27,34.08,0.59,3.45,10.97,44.86,69.28,198,Moderate
15-Jan-21,2021,1,15,Bandra_kurla_complex_mumbai,73.57,202.43,8.41,65.54,0.66,7.05,7.02,40.19,64.76,168,Moderate
16-Jan-21,2021,1,16,Bandra_kurla_complex_mumbai,60.86,174.86,3.81,72.1,0.66,3.08,7.69,45.22,70.08,150,Moderate
17-Jan-21,2021,1,17,Bandra_kurla_complex_mumbai,88,244.39,4.4,33.62,0.45,2.66,9.21,42.53,70.12,196,Moderate
18-Jan-21,2021,1,18,Bandra_kurla_complex_mumbai,60.62,175.28,3.61,61.85,0.52,2.63,19.69,48.09,79.74,150,Moderate
19-Jan-21,2021,1,19,Bandra_kurla_complex_mumbai,67.83,280.68,3.09,33.65,1.21,4.58,37.65,71.66,93.29,231,Poor
20-Jan-21,2021,1,20,Bandra_kurla_complex_mumbai,101.35,242.94,2.16,24.81,1.43,2.32,54.51,68.54,87.23,195,Moderate
21-Jan-21,2021,1,21,Bandra_kurla_complex_mumbai,107.22,217.81,2.42,26.89,1.11,2.22,36.13,63.02,77.86,179,Moderate
22-Jan-21,2021,1,22,Bandra_kurla_complex_mumbai,68.51,259.39,3.63,40.68,1.46,7.23,30.46,54.33,71.63,209,Poor
23-Jan-21,2021,1,23,Bandra_kurla_complex_mumbai,126.78,243.55,1.53,40.68,1.04,12.07,30.46,54.33,71.63,196,Moderate
24-Jan-21,2021,1,24,Bandra_kurla_complex_mumbai,96.36,184.78,3,40.68,0.68,8.93,30.46,54.33,71.63,157,Moderate
25-Jan-21,2021,1,25,Bandra_kurla_complex_mumbai,51.49,237.32,1.27,40.68,0.71,6.84,30.46,54.33,71.63,192,Moderate
26-Jan-21,2021,1,26,Bandra_kurla_complex_mumbai,46.26,211.5,1.31,40.68,0.49,25.38,30.46,54.33,71.63,174,Moderate
27-Jan-21,2021,1,27,Bandra_kurla_complex_mumbai,114.6,216.76,1.76,40.68,0.67,7.85,30.46,54.33,71.63,178,Moderate
28-Jan-21,2021,1,28,Bandra_kurla_complex_mumbai,115.26,218.4,1.8,40.68,0.5,9.91,30.46,54.33,71.63,179,Moderate
29-Jan-21,2021,1,29,Bandra_kurla_complex_mumbai,63.24,233.23,1.39,40.68,0.47,9.57,30.46,54.33,71.63,189,Moderate
30-Jan-21,2021,1,30,Bandra_kurla_complex_mumbai,106.03,202.01,3.61,40.68,0.71,11.87,30.46,54.33,71.63,168,Moderate
31-Jan-21,2021,1,31,Bandra_kurla_complex_mumbai,117.43,224.73,6.43,40.68,0.56,9.66,30.46,54.33,71.63,183,Moderate
01-Feb-21,2021,2,1,Bandra_kurla_complex_mumbai,103.38,200.47,2.09,40.68,0.16,7.03,30.46,54.33,71.63,167,Moderate
02-Feb-21,2021,2,2,Bandra_kurla_complex_mumbai,93.75,185.63,2.34,40.68,0.07,7.1,30.46,54.33,71.63,157,Moderate
03-Feb-21,2021,2,3,Bandra_kurla_complex_mumbai,116.78,221.72,6,40.68,0.15,8.43,30.46,54.33,71.63,181,Moderate
04-Feb-21,2021,2,4,Bandra_kurla_complex_mumbai,117.77,224.47,1.96,40.68,0.58,7.26,30.46,54.33,71.63,183,Moderate
05-Feb-21,2021,2,5,Bandra_kurla_complex_mumbai,90.12,172.61,1.33,40.68,1.34,8.73,30.46,54.33,71.63,148,Moderate
06-Feb-21,2021,2,6,Bandra_kurla_complex_mumbai,108.58,210.67,4.08,40.68,1.47,12.55,30.46,54.33,71.63,174,Moderate
07-Feb-21,2021,2,7,Bandra_kurla_complex_mumbai,73.41,147.38,5.81,40.68,0.78,34.68,30.46,54.33,71.63,132,Moderate
08-Feb-21,2021,2,8,Bandra_kurla_complex_mumbai,82.77,167.77,1.75,40.68,0.71,8.58,30.46,54.33,71.63,145,Moderate
09-Feb-21,2021,2,9,Bandra_kurla_complex_mumbai,106.84,189.1,5.43,40.68,0.98,24.6,30.46,54.33,71.63,159,Moderate
10-Feb-21,2021,2,10,Bandra_kurla_complex_mumbai,129.44,239.15,5.66,40.68,1.56,20.51,30.46,54.33,71.63,193,Moderate
11-Feb-21,2021,2,11,Bandra_kurla_complex_mumbai,217.02,370.59,6.15,40.68,1.55,20.3,30.46,54.33,71.63,326,Very Poor
12-Feb-21,2021,2,12,Bandra_kurla_complex_mumbai,126.95,237.38,3.33,40.68,1.06,17.72,30.46,54.33,71.63,192,Moderate
13-Feb-21,2021,2,13,Bandra_kurla_complex_mumbai,98.54,182.46,5.21,40.68,0.28,10.68,30.46,54.33,71.63,155,Moderate
14-Feb-21,2021,2,14,Bandra_kurla_complex_mumbai,72.27,131.45,4.09,40.68,0.23,6.88,30.46,54.33,71.63,121,Moderate
15-Feb-21,2021,2,15,Bandra_kurla_complex_mumbai,56.44,104.24,1.69,40.68,0.23,10.12,30.46,54.33,71.63,103,Moderate
16-Feb-21,2021,2,16,Bandra_kurla_complex_mumbai,68.75,122.42,5.01,40.68,0.19,6.81,30.46,54.33,71.63,115,Moderate
17-Feb-21,2021,2,17,Bandra_kurla_complex_mumbai,70.15,194.89,1.82,27.01,0.09,5.09,9.9,35.3,64.54,163,Moderate
18-Feb-21,2021,2,18,Bandra_kurla_complex_mumbai,72.12,352.67,3.94,53.1,0.24,18.22,25.98,47.85,72.71,303,Very Poor
19-Feb-21,2021,2,19,Bandra_kurla_complex_mumbai,66.79,198.51,6.44,47.84,0.44,8.31,16.91,41.29,61.02,166,Moderate
20-Feb-21,2021,2,20,Bandra_kurla_complex_mumbai,72.12,248.79,6.77,56.26,0.91,10.49,31.5,54.51,73.33,199,Moderate
21-Feb-21,2021,2,21,Bandra_kurla_complex_mumbai,72.12,214.14,2.75,26.79,0.89,10.72,17.76,44.45,61.86,176,Moderate
22-Feb-21,2021,2,22,Bandra_kurla_complex_mumbai,71.99,212.42,6.36,50.33,2.02,24.89,25.43,46.53,63.43,175,Moderate
23-Feb-21,2021,2,23,Bandra_kurla_complex_mumbai,77.76,294.94,11.93,55.51,2.04,17.73,28.31,56.52,73.74,245,Poor
24-Feb-21,2021,2,24,Bandra_kurla_complex_mumbai,72.21,361.58,11.31,36.26,2.75,23.86,46.48,72.75,92.1,314,Very Poor
25-Feb-21,2021,2,25,Bandra_kurla_complex_mumbai,72.12,293.57,4.54,57.82,1.79,6.52,37.6,67.79,84.39,244,Poor
26-Feb-21,2021,2,26,Bandra_kurla_complex_mumbai,54.97,205.16,3.58,30.1,1.29,6.18,11.73,41.62,59.8,170,Moderate
27-Feb-21,2021,2,27,Bandra_kurla_complex_mumbai,70.26,184.83,18.21,47.92,1.59,19.13,5.73,29.77,49.14,157,Moderate
28-Feb-21,2021,2,28,Bandra_kurla_complex_mumbai,88,244.39,6.4,40.68,0.67,12.88,30.46,54.33,71.63,196,Moderate
01-Mar-21,2021,3,1,Bandra_kurla_complex_mumbai,75.78,271.79,1.94,40.07,1.07,15.98,44.21,84.18,106.91,222,Poor
02-Mar-21,2021,3,2,Bandra_kurla_complex_mumbai,63.68,309.52,6.48,29.24,0.56,9.72,57.2,85.01,105.65,260,Poor
03-Mar-21,2021,3,3,Bandra_kurla_complex_mumbai,68.94,280.03,9.68,69.55,0.41,37.3,42.48,70.47,85.72,230,Poor
04-Mar-21,2021,3,4,Bandra_kurla_complex_mumbai,74.18,297.18,6.3,35.81,0.4,26.83,44.13,70.17,84.72,247,Poor
05-Mar-21,2021,3,5,Bandra_kurla_complex_mumbai,91.44,365.8,10.23,48.05,0.57,20.91,36.01,62.91,80.54,320,Very Poor
06-Mar-21,2021,3,6,Bandra_kurla_complex_mumbai,64.94,277.77,1.2,15.34,0.31,6.15,11.86,27.07,45.5,228,Poor
07-Mar-21,2021,3,7,Bandra_kurla_complex_mumbai,51.28,269.01,2.76,35.63,0.63,9.11,46.84,58.63,75.71,219,Poor
08-Mar-21,2021,3,8,Bandra_kurla_complex_mumbai,53.69,230.38,12.11,55.52,0.7,6,63.88,80.13,93.94,187,Moderate
09-Mar-21,2021,3,9,Bandra_kurla_complex_mumbai,57.54,270.03,9.1,28.74,0.65,14.93,50.68,68.31,81.75,220,Poor
10-Mar-21,2021,3,10,Bandra_kurla_complex_mumbai,58.05,232.85,5.04,27.27,0.37,6.31,41.25,60.17,74.75,189,Moderate
11-Mar-21,2021,3,11,Bandra_kurla_complex_mumbai,45.51,202.62,3.93,21.08,0.15,5.46,19.96,40.95,53.31,168,Moderate
12-Mar-21,2021,3,12,Bandra_kurla_complex_mumbai,54.84,219.02,8.65,41.6,0.26,6.63,47.62,60.04,70.35,179,Moderate
13-Mar-21,2021,3,13,Bandra_kurla_complex_mumbai,76.08,279.56,12.36,53.55,0.15,31.52,35.95,56.75,65.76,230,Poor
14-Mar-21,2021,3,14,Bandra_kurla_complex_mumbai,67.87,255.33,13.3,51.39,0.16,31.62,31.17,52.78,60.71,205,Poor
15-Mar-21,2021,3,15,Bandra_kurla_complex_mumbai,63.17,296.44,7.98,52.29,0.49,23,66.54,82.01,90.81,246,Poor
16-Mar-21,2021,3,16,Bandra_kurla_complex_mumbai,61.5,272.58,7.18,47.98,0.19,4.25,63.62,77.57,86.28,223,Poor
17-Mar-21,2021,3,17,Bandra_kurla_complex_mumbai,65.34,268.66,5.86,26.17,0.11,7.28,34.74,60.16,69.49,219,Poor
18-Mar-21,2021,3,18,Bandra_kurla_complex_mumbai,56.43,227.04,24.1,45.96,0.03,12.56,34.88,52,61.28,185,Moderate
19-Mar-21,2021,3,19,Bandra_kurla_complex_mumbai,66.88,285.11,12.41,43.32,0.05,9.93,44.23,58.94,68.32,235,Poor
20-Mar-21,2021,3,20,Bandra_kurla_complex_mumbai,75.13,288.67,20.8,18.71,0.08,5.06,17.85,36.53,45.26,239,Poor
21-Mar-21,2021,3,21,Bandra_kurla_complex_mumbai,72.47,249.38,19.71,28.66,0.02,19.22,12.89,25.25,35.68,200,Moderate
22-Mar-21,2021,3,22,Bandra_kurla_complex_mumbai,68.8,229.37,12.8,34.59,0.12,11,29.71,41.8,50.76,186,Moderate
23-Mar-21,2021,3,23,Bandra_kurla_complex_mumbai,81.48,272,10.69,25.3,0.87,14.57,53.89,68.39,78.09,222,Poor
24-Mar-21,2021,3,24,Bandra_kurla_complex_mumbai,77.93,291.27,10.74,60.24,1.62,17.21,39.27,62.85,71.32,241,Poor
25-Mar-21,2021,3,25,Bandra_kurla_complex_mumbai,62.96,286.37,11.16,52.81,1.44,20.06,70.45,98.08,105.27,236,Poor
26-Mar-21,2021,3,26,Bandra_kurla_complex_mumbai,66.24,300.79,14.66,50.76,1.03,39.46,65.58,79.99,87.8,251,Poor
27-Mar-21,2021,3,27,Bandra_kurla_complex_mumbai,67.91,309.33,19.81,53.61,1.02,42.96,69.85,84.19,92.4,259,Poor
28-Mar-21,2021,3,28,Bandra_kurla_complex_mumbai,64.77,249.79,6.38,16.39,0.79,19.53,27.13,42.99,55.44,200,Moderate
29-Mar-21,2021,3,29,Bandra_kurla_complex_mumbai,54.73,279.76,15.24,6.16,0.02,38.27,6.18,11.01,18.78,230,Poor
30-Mar-21,2021,3,30,Bandra_kurla_complex_mumbai,30.67,180.66,8.8,22.76,0,24.15,7.62,18.16,29.91,154,Moderate
31-Mar-21,2021,3,31,Bandra_kurla_complex_mumbai,44.17,169.74,13.79,28.94,0.14,16.69,20.86,35.9,51.4,146,Moderate
01-Apr-21,2021,4,1,Bandra_kurla_complex_mumbai,22.77,47.93,5.08,17.51,0.12,9.89,8.17,15.54,27.23,48,Good
02-Apr-21,2021,4,2,Bandra_kurla_complex_mumbai,27.82,59.52,3.57,10.65,0.05,10.61,7.6,14.63,27.45,60,Satisfactory
03-Apr-21,2021,4,3,Bandra_kurla_complex_mumbai,48.04,90.36,3.51,8.47,0.03,11.22,5.17,11.39,24.18,90,Satisfactory
04-Apr-21,2021,4,4,Bandra_kurla_complex_mumbai,56.52,103.9,10.34,13.42,0.07,23.52,13.9,18.01,26.62,103,Moderate
05-Apr-21,2021,4,5,Bandra_kurla_complex_mumbai,53.82,99.81,11.11,23.6,0.23,21.89,22.51,30.36,38.87,100,Satisfactory
06-Apr-21,2021,4,6,Bandra_kurla_complex_mumbai,50.14,144.5,8.93,30.99,0.33,11.75,34.77,45.72,54.25,130,Moderate
07-Apr-21,2021,4,7,Bandra_kurla_complex_mumbai,34.97,150.79,13.14,5.7,0.24,10.63,5.34,7.28,7.38,134,Moderate
08-Apr-21,2021,4,8,Bandra_kurla_complex_mumbai,38.87,145.33,18.22,5.7,0.04,21.47,5.34,7.28,7.38,130,Moderate
09-Apr-21,2021,4,9,Bandra_kurla_complex_mumbai,44.52,166.88,16.86,5.7,0.1,27.45,5.34,7.28,7.38,145,Moderate
10-Apr-21,2021,4,10,Bandra_kurla_complex_mumbai,53.98,199.75,11.79,5.7,0.01,19.67,5.34,7.28,7.38,167,Moderate
11-Apr-21,2021,4,11,Bandra_kurla_complex_mumbai,46.77,181.36,19.54,5.7,0.01,19.46,5.34,7.28,7.38,154,Moderate
12-Apr-21,2021,4,12,Bandra_kurla_complex_mumbai,43.03,184.49,11.93,5.91,0.23,24.48,3.74,4.95,4.09,156,Moderate
13-Apr-21,2021,4,13,Bandra_kurla_complex_mumbai,37.63,149.88,14.84,6.25,0.04,27.4,2.79,5.47,3.87,133,Moderate
14-Apr-21,2021,4,14,Bandra_kurla_complex_mumbai,35.58,124.93,5.62,6.32,0.03,45.95,2.33,5.42,3.64,117,Moderate
15-Apr-21,2021,4,15,Bandra_kurla_complex_mumbai,41.24,124.55,13.67,5.65,0.03,34.76,2.46,5.51,3.62,116,Moderate
16-Apr-21,2021,4,16,Bandra_kurla_complex_mumbai,31.32,108.96,5.33,3.31,0.13,21.5,1.96,5.12,3.51,106,Moderate
17-Apr-21,2021,4,17,Bandra_kurla_complex_mumbai,30.51,113.28,11.08,3.1,0.14,21.78,2.5,5.33,4.06,109,Moderate
18-Apr-21,2021,4,18,Bandra_kurla_complex_mumbai,39.74,127.86,5.36,5.83,0.08,39.83,2.45,5.53,3.84,119,Moderate
19-Apr-21,2021,4,19,Bandra_kurla_complex_mumbai,22.1,58.69,5.1,2.86,0,28.39,1.45,4.6,3.02,59,Satisfactory
20-Apr-21,2021,4,20,Bandra_kurla_complex_mumbai,14.39,23.49,14.65,5.65,0.01,22.54,2.01,5.13,3.27,23,Good
21-Apr-21,2021,4,21,Bandra_kurla_complex_mumbai,14.46,24.43,10.17,5.66,0.04,19.78,1.82,5.1,3.31,24,Good
22-Apr-21,2021,4,22,Bandra_kurla_complex_mumbai,18.87,32.44,14.02,5.43,0.08,22.41,2.06,5.03,3.15,32,Good
23-Apr-21,2021,4,23,Bandra_kurla_complex_mumbai,30.22,26.95,3.39,3.1,0.01,13.57,1.82,5.37,3.79,27,Good
24-Apr-21,2021,4,24,Bandra_kurla_complex_mumbai,25.54,26.4,10.4,5.55,0.36,23.85,2.22,5.13,3.46,26,Good
25-Apr-21,2021,4,25,Bandra_kurla_complex_mumbai,6.03,11.01,2.74,5.74,0.71,33.4,2.24,5.17,3.39,11,Good
26-Apr-21,2021,4,26,Bandra_kurla_complex_mumbai,15.07,17.59,6.25,3.07,0.37,47.11,2.47,5.37,3.67,18,Good
27-Apr-21,2021,4,27,Bandra_kurla_complex_mumbai,38.18,33.37,7.84,3.42,0.2,41.89,4.25,5.34,4.7,33,Good
28-Apr-21,2021,4,28,Bandra_kurla_complex_mumbai,13.19,22.34,6.29,2.78,0.43,27,4.44,5.72,4.98,22,Good
29-Apr-21,2021,4,29,Bandra_kurla_complex_mumbai,16.45,25.03,13.55,5.87,0.37,21.75,6.26,7.98,6.86,25,Good
30-Apr-21,2021,4,30,Bandra_kurla_complex_mumbai,34.32,46.33,12.54,3.14,0.22,18.34,5.31,6.41,6.24,46,Good
01-May-21,2021,5,1,Bandra_kurla_complex_mumbai,27.86,39.13,11.7,3.37,0.26,31.72,3.01,4.86,4.15,39,Good
02-May-21,2021,5,2,Bandra_kurla_complex_mumbai,28.49,41.85,3.89,3.24,0.15,16.16,3.21,5.68,4.66,42,Good
03-May-21,2021,5,3,Bandra_kurla_complex_mumbai,17.71,29.85,6.46,3.42,0.32,21.68,3.12,5.83,4.94,30,Good
04-May-21,2021,5,4,Bandra_kurla_complex_mumbai,28.96,77.82,6.52,3.1,0.2,16.48,3.82,6.52,5.79,78,Satisfactory
05-May-21,2021,5,5,Bandra_kurla_complex_mumbai,29.26,111.46,10.84,3.1,1.67,25.18,5.04,6.42,5.74,108,Moderate
06-May-21,2021,5,6,Bandra_kurla_complex_mumbai,29.47,106.86,11.34,6.75,1.2,23.66,7.13,7.74,7.45,105,Moderate
07-May-21,2021,5,7,Bandra_kurla_complex_mumbai,29.84,104.68,13.52,6.35,1.24,24.38,6.59,7.32,6.91,103,Moderate
08-May-21,2021,5,8,Bandra_kurla_complex_mumbai,28.77,92.67,4.67,5.52,1.25,25.55,5.47,6.43,6.47,93,Satisfactory
09-May-21,2021,5,9,Bandra_kurla_complex_mumbai,24.02,83.6,2.92,5.95,1.13,11,3.74,6.5,5.76,84,Satisfactory
10-May-21,2021,5,10,Bandra_kurla_complex_mumbai,27.89,87.78,8.39,5.7,0.5,21.79,5.34,7.28,7.38,88,Satisfactory
11-May-21,2021,5,11,Bandra_kurla_complex_mumbai,25.7,91.75,2.93,2,0.99,9.39,4.35,5.57,6.25,92,Satisfactory
12-May-21,2021,5,12,Bandra_kurla_complex_mumbai,20.14,72.05,10.22,3.36,0.88,19.1,4.88,7.12,6.54,72,Satisfactory
13-May-21,2021,5,13,Bandra_kurla_complex_mumbai,21.15,75.23,10.17,5.62,0.67,12.85,5.35,6.18,5.43,75,Satisfactory
14-May-21,2021,5,14,Bandra_kurla_complex_mumbai,24.09,95.99,10.89,6.33,0.89,27.45,5.7,7,6.83,96,Satisfactory
15-May-21,2021,5,15,Bandra_kurla_complex_mumbai,48.42,154.79,8.26,3.32,1.16,32.73,3.08,4.77,3.7,137,Moderate
16-May-21,2021,5,16,Bandra_kurla_complex_mumbai,15.96,109.13,7.54,6.32,0.65,34.73,5.29,6.62,6.02,106,Moderate
17-May-21,2021,5,17,Bandra_kurla_complex_mumbai,28.97,65.92,4.27,5.96,0.32,31.22,5.45,6.42,5.93,66,Satisfactory
18-May-21,2021,5,18,Bandra_kurla_complex_mumbai,27.58,65.43,4.89,5.69,1.4,26.88,6,7.07,6.78,65,Satisfactory
19-May-21,2021,5,19,Bandra_kurla_complex_mumbai,22.11,71.45,2.32,3.57,0.84,16.29,5.54,7.32,7.86,71,Satisfactory
20-May-21,2021,5,20,Bandra_kurla_complex_mumbai,33.78,156.82,10.25,6.03,0.01,23.53,8.18,9.17,9.51,138,Moderate
21-May-21,2021,5,21,Bandra_kurla_complex_mumbai,35.35,161.98,7.06,5.95,0.01,18.43,6,6.84,6.63,141,Moderate
22-May-21,2021,5,22,Bandra_kurla_complex_mumbai,28.58,131.97,6.93,6.13,0,22.9,5.65,7.08,7.21,121,Moderate
23-May-21,2021,5,23,Bandra_kurla_complex_mumbai,27.16,118.74,5.6,5.9,0,25.52,6.76,7.28,7.29,112,Moderate
24-May-21,2021,5,24,Bandra_kurla_complex_mumbai,27.04,116.96,6.76,5.57,0,20.48,6.07,6.57,6.7,111,Moderate
25-May-21,2021,5,25,Bandra_kurla_complex_mumbai,27.42,113.68,7.21,5.74,0,24.31,4.72,5.75,5.34,109,Moderate
26-May-21,2021,5,26,Bandra_kurla_complex_mumbai,23.73,91.89,8.05,3.03,0,13.03,4.05,6.25,5.85,92,Satisfactory
27-May-21,2021,5,27,Bandra_kurla_complex_mumbai,22.74,82.05,7.86,5.51,0,24.09,5.01,6.1,5.53,82,Satisfactory
28-May-21,2021,5,28,Bandra_kurla_complex_mumbai,24.41,85.45,9.18,6.13,0,28.98,5.89,7.37,6.8,85,Satisfactory
29-May-21,2021,5,29,Bandra_kurla_complex_mumbai,26.65,91.89,3.54,5.47,0.35,29.08,4.49,5.3,4.95,92,Satisfactory
30-May-21,2021,5,30,Bandra_kurla_complex_mumbai,26.08,90.58,10.51,3.1,0.01,30.79,4.49,6.17,5.58,91,Satisfactory
31-May-21,2021,5,31,Bandra_kurla_complex_mumbai,28.59,99.31,7.38,5.85,0.06,27.75,3.56,5.8,5.3,99,Satisfactory
01-Jun-21,2021,6,1,Bandra_kurla_complex_mumbai,22.94,91.01,3.96,5.5,0,19.85,3.75,5.66,5.07,91,Satisfactory
02-Jun-21,2021,6,2,Bandra_kurla_complex_mumbai,28.96,87.47,6.84,3.31,0,17.35,4.12,6.85,6.15,87,Satisfactory
03-Jun-21,2021,6,3,Bandra_kurla_complex_mumbai,17.51,96.59,2.75,3.31,0,10.84,5.12,5.96,4.99,97,Satisfactory
04-Jun-21,2021,6,4,Bandra_kurla_complex_mumbai,17.22,88.68,0.44,5.88,0,13.64,5.6,5.63,4.54,89,Satisfactory
05-Jun-21,2021,6,5,Bandra_kurla_complex_mumbai,21.48,93.22,0.55,2.81,0.28,10.84,6.12,5.75,5.33,93,Satisfactory
06-Jun-21,2021,6,6,Bandra_kurla_complex_mumbai,17.86,70.69,0.44,5.5,0.66,11.56,6.24,6.35,5.56,71,Satisfactory
07-Jun-21,2021,6,7,Bandra_kurla_complex_mumbai,18.83,68.36,0.33,3.28,0.57,14.2,7.01,7.06,5.88,68,Satisfactory
08-Jun-21,2021,6,8,Bandra_kurla_complex_mumbai,24.21,63.14,13.78,5.85,0.48,32.71,7.54,7,6.61,63,Satisfactory
09-Jun-21,2021,6,9,Bandra_kurla_complex_mumbai,22.22,40.35,0.56,5.94,0.06,33.11,5.98,5.81,5.61,40,Good
10-Jun-21,2021,6,10,Bandra_kurla_complex_mumbai,16.55,39.9,19.79,5.46,5.03,24.06,4.35,4.57,4.08,40,Good
11-Jun-21,2021,6,11,Bandra_kurla_complex_mumbai,21.13,46.77,15.07,5.62,2.17,25.71,8.68,8.29,7.92,47,Good
12-Jun-21,2021,6,12,Bandra_kurla_complex_mumbai,16.98,42.59,21.16,5.02,0.5,21.07,7.17,6.59,6.41,43,Good
13-Jun-21,2021,6,13,Bandra_kurla_complex_mumbai,19.82,69.49,15.32,6.02,0.5,27.84,4.92,5.04,4.21,69,Satisfactory
14-Jun-21,2021,6,14,Bandra_kurla_complex_mumbai,29.01,97.5,13.91,3.08,0.5,29.25,4.21,4.58,3.52,98,Satisfactory
15-Jun-21,2021,6,15,Bandra_kurla_complex_mumbai,26.44,73.06,5.62,3.36,0.5,8.97,5.57,6.35,5.36,73,Satisfactory
16-Jun-21,2021,6,16,Bandra_kurla_complex_mumbai,23.66,45.48,7.43,3.08,0.5,9.18,5.07,5.6,5.36,45,Good
17-Jun-21,2021,6,17,Bandra_kurla_complex_mumbai,27.89,87.78,8.39,5.7,0.5,21.79,5.34,7.28,7.38,88,Satisfactory
18-Jun-21,2021,6,18,Bandra_kurla_complex_mumbai,27.89,87.78,8.39,5.7,0.5,21.79,5.34,7.28,7.38,88,Satisfactory
19-Jun-21,2021,6,19,Bandra_kurla_complex_mumbai,23.2,64.88,6.87,5.92,0,22,9.88,9.46,15,65,Satisfactory
20-Jun-21,2021,6,20,Bandra_kurla_complex_mumbai,27.89,87.78,8.39,5.7,0.5,21.79,5.34,7.28,7.38,88,Satisfactory
21-Jun-21,2021,6,21,Bandra_kurla_complex_mumbai,27.89,87.78,8.39,5.7,0.5,21.79,5.34,7.28,7.38,88,Satisfactory
22-Jun-21,2021,6,22,Bandra_kurla_complex_mumbai,29.3,143.92,4.9,5.7,0,15,5.34,7.28,7.38,129,Moderate
23-Jun-21,2021,6,23,Bandra_kurla_complex_mumbai,27.89,87.78,8.39,5.7,0.5,21.79,5.34,7.28,7.38,88,Satisfactory
24-Jun-21,2021,6,24,Bandra_kurla_complex_mumbai,22.91,105.85,6.52,2.88,0.97,14.66,2.92,4.72,3.07,104,Moderate
25-Jun-21,2021,6,25,Bandra_kurla_complex_mumbai,27.38,71.12,15.18,5.78,2,13.75,3.08,5,3.25,71,Satisfactory
26-Jun-21,2021,6,26,Bandra_kurla_complex_mumbai,32.93,118.12,10.29,5.92,1.6,18.21,3.48,4.75,2.85,112,Moderate
27-Jun-21,2021,6,27,Bandra_kurla_complex_mumbai,26.38,95.38,3.71,2.99,1.55,7.78,2.93,4.91,3.04,95,Satisfactory
28-Jun-21,2021,6,28,Bandra_kurla_complex_mumbai,31.76,92.3,7.39,2.97,0.14,10.46,2.87,4.83,2.92,92,Satisfactory
29-Jun-21,2021,6,29,Bandra_kurla_complex_mumbai,15.37,71.38,3.99,4.89,1.87,9.32,3.83,4.89,3.39,71,Satisfactory
30-Jun-21,2021,6,30,Bandra_kurla_complex_mumbai,20.69,81.2,6,5.5,1.95,12.5,3.43,5.08,3.69,81,Satisfactory
01-Jul-21,2021,7,1,Bandra_kurla_complex_mumbai,22.67,92.15,11.87,5.77,3.16,14.8,4.12,5.3,3.58,92,Satisfactory
02-Jul-21,2021,7,2,Bandra_kurla_complex_mumbai,22.84,82.19,6.3,3,1.16,10.45,3.37,5.15,3.5,82,Satisfactory
03-Jul-21,2021,7,3,Bandra_kurla_complex_mumbai,24.22,89.95,5.19,2.95,0.02,8.96,3.47,5.26,3.79,90,Satisfactory
04-Jul-21,2021,7,4,Bandra_kurla_complex_mumbai,25.09,86.27,5.53,2.95,0.1,11.03,3.79,5.53,3.98,86,Satisfactory
05-Jul-21,2021,7,5,Bandra_kurla_complex_mumbai,27.57,110.46,13.86,5.64,0.49,23.15,3.64,4.72,3.07,107,Moderate
